Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido

Restrições da consulta:
Código da Estação:66600000


EstacaoCodigo;NivelConsistencia;Data;Hora;NumMedicao;DataLiq;HoraLiq;NumMedicaoLiq;Cota;Vazao;AreaMolhada;Largura;VelMedia;ConcentracaoMatSuspensao;CotaDeMedicao;TemperaturaDaAgua;ConcentracaoDaAmostraExtra;CondutividadeEletrica;Observacoes
66600000;1;16/06/2015;01/01/1900 12:15;67;12/06/2015;01/01/1900 10:23;67;307;"282,652";"384,09";"131,2";"0,736";"11,9";307;"26,19";;;
66600000;1;15/02/2015;01/01/1900 12:26;66;15/02/2015;01/01/1900 11:09;66;307;"268,013";"383,76";"136,56";"0,696";"85,1";307;"30,23";;;
66600000;1;30/09/2014;01/01/1900 11:46;65;30/09/2014;01/01/1900 09:33;65;229;"166,918";"272,49";"130,45";"0,595";"160,1";229;;;;
66600000;1;12/06/2014;01/01/1900 11:22;64;12/06/2014;01/01/1900 10:05;64;286;"241,831";"339,74";"136,84";"0,721";"24,6";286;"26,31";;;
66600000;1;15/02/2014;01/01/1900 10:45;63;15/02/2014;01/01/1900 10:29;63;275;"230,687";"337,01";"136,82";"0,682";"21,4";275;"29,51";;;
66600000;1;07/09/2013;01/01/1900 11:35;62;07/09/2013;01/01/1900 10:04;62;209;"136,706";"234,07";"120,94";"0,59";"14,7";209;"26,59";;;
66600000;1;03/06/2013;01/01/1900 11:40;61;03/06/2013;01/01/1900 10:13;61;253;"195,794";"292,249";"124,66";"0,674";"16,6";253;"25,8";;;
66600000;1;06/03/2013;01/01/1900 11:38;60;06/03/2013;01/01/1900 09:50;60;352;"371,266";"439,23";"138,1";"0,845";"5,5";352;"29,9";"19,9";"21,9";
66600000;1;22/07/2012;01/01/1900 11:42;58;22/07/2012;01/01/1900 10:00;58;225;"167,62";"276,31";"132,4";"0,607";"8,0";225;"21,6";"18,2";"50,9";
66600000;1;27/04/2012;01/01/1900 10:49;57;27/04/2012;01/01/1900 09:18;57;272;"231,997";"345,73";"135,9";"0,669";"15,8";272;"28,5";"29,4";"21,33";
66600000;1;26/11/2011;01/01/1900 11:02;56;26/11/2011;01/01/1900 09:27;56;219;"148,893";"293,16";"132,4";"0,545";"23,4";219;"30,55";;"11,71";"Amostra Extra perdida na CPRM/GO durante a preparação para envio ao LSQA/BH,"
66600000;1;04/09/2011;01/01/1900 11:38;55;04/09/2011;01/01/1900 09:57;55;202;"137,949";"273,78";"129,7";"0,593";"16,37";202;"26,22";"21,48";"15,71";
66600000;1;09/05/2010;01/01/1900 11:16;52;09/05/2010;01/01/1900 09:40;52;260;"226,0";"324,0";"134,0";"0,698";"15,56";260;"26,6";"38,7";"22,18";
66600000;1;01/02/2010;01/01/1900 11:06;51;01/02/2010;01/01/1900 09:14;51;339;"342,425";"411,09";"137,0";"0,833";"29,63";339;"29,0";"27,46";"23,46";
66600000;1;26/10/2009;01/01/1900 11:58;50;26/10/2009;01/01/1900 10:27;50;225;"168,798";"285,48";"133,0";"0,591";"17,76";225;"30,2";"18,82";"14,78";
66600000;1;30/07/2009;01/01/1900 13:28;49;30/07/2009;01/01/1900 11:50;49;231;"212,0";"270,0";"131,6";"0,78";"16,21";213;"26,6";"111,99";"24,9";
66600000;1;26/03/2009;01/01/1900 11:20;48;26/03/2009;01/01/1900 09:28;48;311;"308,0";"405,0";"135,2";"0,761";"11,904";311;"28,8";"12,89";"21,67";
66600000;1;02/10/2008;01/01/1900 11:54;47;02/10/2008;01/01/1900 10:00;47;214;"217,0";"276,0";"130,5";"0,788";"20,02";214;"28,6";"29,94";"26,0";
66600000;1;03/07/2008;01/01/1900 12:50;46;03/07/2008;01/01/1900 10:35;46;261;"222,0";"345,0";"133,7";"0,645";"22,04";261;"24,2";"26,67";"23,0";
66600000;1;01/12/2007;01/01/1900 11:15;45;01/12/2007;01/01/1900 09:00;45;229;"184,349";"299,9";"131,7";"0,615";"22,5";229;;"46,76";"68,0";
66600000;1;01/08/2007;01/01/1900 17:10;44;01/08/2007;01/01/1900 15:05;44;224;"222,0";"289,0";"131,2";"0,769";"12,49";224;"22,0";;"10,0";
66600000;1;20/04/2007;01/01/1900 12:04;43;20/04/2007;01/01/1900 10:15;43;280;"339,621";"333,73";"134,6";"1,018";"16,51";280;"30,1";;"24,0";
66600000;1;21/07/2006;01/01/1900 08:42;42;20/07/2006;01/01/1900 06:50;42;220;"198,866";"290,09";"130,5";"0,686";"19,3";220;;"20,43";"18,5";
66600000;1;26/10/2005;01/01/1900 17:30;41;26/10/2005;01/01/1900 15:00;41;233;"184,891";"288,45";"132,1";"0,641";"37,14";233;"22,0";"39,21";"16,2";
66600000;1;28/10/2004;01/01/1900 13:20;39;28/10/2004;01/01/1900 11:25;39;240;"195,757";"311,65";"132,4";"0,628";"30,23";240;;"29,47";"16,0";
66600000;1;17/07/2004;01/01/1900 12:30;38;17/07/2004;01/01/1900 10:40;38;242;"200,073";"310,39";"132,3";"0,645";"29,66";242;;"34,59";"16,0";
66600000;1;27/08/2003;01/01/1900 12:35;36;27/06/2003;01/01/1900 10:00;36;258;"222,645";"352,44";"133,5";"0,632";"17,93";258;;"19,16";"20,0";
66600000;1;14/03/2003;01/01/1900 12:10;35;14/03/2003;01/01/1900 09:40;35;378;"420,574";"493,03";"135,5";"0,853";"43,59";378;;"124,09";"22,0";
66600000;1;29/11/2002;01/01/1900 12:25;34;29/11/2002;01/01/1900 10:20;34;238;"194,303";"326,53";"132,4";"0,595";"28,31";238;"30,1";"26,86";"17,0";
66600000;1;23/08/2002;01/01/1900 09:55;33;23/08/2002;01/01/1900 12:10;33;238;"187,221";"313,2";"131,6";"0,598";"23,42";238;"35,0";"31,19";"14,0";
66600000;1;25/04/2002;01/01/1900 12:05;32;25/04/2002;01/01/1900 09:50;32;345;"347,002";"460,84";"134,4";"0,753";"73,79";345;;"21,66";"23,0";
66600000;1;11/12/2001;01/01/1900 13:00;7;11/12/2001;01/01/1900 10:30;31;292;"268,787";"375,66";"133,55";"0,715";"29,8";292;;"40,26";"17,78";
66600000;1;03/10/2001;01/01/1900 11:45;6;03/10/2001;01/01/1900 11:45;30;231;"170,139";"288,85";"131,1";"0,589";"34,96";231;;"42,21";"20,16";
66600000;1;23/06/2001;01/01/1900 10:15;5;23/06/2001;01/01/1900 10:15;5;245;"203,28";"315,12";"132,1";"0,645";"18,97";245;;"17,47";"19,0";
66600000;1;08/12/2000;01/01/1900 13:05;4;08/12/2000;01/01/1900 13:05;4;262;"224,85";"330,82";"133,1";"0,68";"35,53";262;;"41,32";"19,56";
66600000;1;22/09/2000;01/01/1900 12:50;3;22/09/2000;01/01/1900 12:50;3;249;"209,67";"324,61";"132,2";"0,646";"30,16";249;;"31,58";"12,12";
66600000;1;29/06/2000;01/01/1900 12:40;2;29/06/2000;01/01/1900 12:40;2;244;"198,0";"316,6";"132,0";"0,624";"23,62";244;;"2,52";"20,57";
66600000;1;04/04/2000;01/01/1900 11:50;1;04/04/2000;01/01/1900 11:50;1;423;"487,0";"553,2";"134,4";"0,88";"19,02";423;;"30,77";"24,24";
