Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido

Restrições da consulta:
Código da Estação:66340000


EstacaoCodigo;NivelConsistencia;Data;Hora;NumMedicao;DataLiq;HoraLiq;NumMedicaoLiq;Cota;Vazao;AreaMolhada;Largura;VelMedia;ConcentracaoMatSuspensao;CotaDeMedicao;TemperaturaDaAgua;ConcentracaoDaAmostraExtra;CondutividadeEletrica;Observacoes
66340000;1;09/09/2016;01/01/1900 11:22;73;09/09/2016;01/01/1900 09:27;73;144;"172,692";"272,618";"138,32";"0,636";"44,1";144;"22,9";;"90,4";
66340000;1;04/06/2016;01/01/1900 12:36;72;04/06/2016;01/01/1900 10:42;72;221;"264,388";"411,99";"154,91";"0,636";"68,0";221;"26,8";;"71,9";
66340000;1;22/02/2016;01/01/1900 10:33;71;22/02/2016;01/01/1900 09:28;71;435;"595,694";"791,22";"155,09";"0,755";"21,9";435;"30,2";;;
66340000;1;25/09/2015;01/01/1900 11:43;70;25/09/2015;01/01/1900 10:23;70;148;"174,855";"274,86";"153,44";"0,638";"73,2";148;;;;
66340000;1;04/06/2015;01/01/1900 12:22;69;08/06/2015;01/01/1900 09:51;69;328;"391,454";"550,53";"179,84";"0,702";"54,6";328;"26,44";;;
66340000;1;06/02/2015;01/01/1900 14:33;68;06/02/2015;01/01/1900 11:50;68;388;"499,871";"710,9";"181,57";"0,712";"28,7";398;"30,35";;;
66340000;1;19/09/2014;01/01/1900 11:20;67;19/09/2014;01/01/1900 09:36;67;140;"164,568";"265,45";"150,6";"0,62";"46,9";140;;;;
66340000;1;14/06/2014;01/01/1900 10:53;66;14/06/2014;01/01/1900 09:53;66;321;"374,421";"518,71";"171,87";"0,718";"52,2";321;"27,88";;;
66340000;1;17/02/2014;01/01/1900 12:05;65;17/02/2014;01/01/1900 09:08;65;420;"563,398";"733,29";"183,337";"0,798";"27,5";420;"28,77";;;
66340000;1;31/08/2013;01/01/1900 12:40;64;31/08/2013;01/01/1900 10:49;64;130;"157,45";"244,48";"141,08";"0,643";"56,3";130;"28,1";;;
66340000;1;29/05/2013;01/01/1900 12:30;63;29/05/2013;01/01/1900 11:03;63;225;"270,541";"403,2";"155,13";"0,67";"78,2";225;"27,8";;;
66340000;1;07/03/2013;01/01/1900 11:25;62;07/03/2013;01/01/1900 09:17;62;443;"708,366";"796,73";"180,4";"0,889";"14,8";443;"30,7";"19,6";"53,7";
66340000;1;13/07/2012;01/01/1900 11:05;60;13/07/2012;01/01/1900 09:22;60;198;"241,154";"370,94";"155,0";"0,646";"57,3";198;"25,3";"75,0";"61,5";
66340000;1;18/04/2012;01/01/1900 11:36;59;18/04/2012;01/01/1900 09:28;59;352;"424,232";"643,45";"169,8";"0,659";"33,1";352;"29,6";"43,3";"70,91";
66340000;1;21/11/2011;01/01/1900 11:09;58;21/11/2011;01/01/1900 09:29;58;221;"261,98";"405,49";"157,7";"0,645";"182,1";221;"30,32";"207,6";"74,89";
66340000;1;29/08/2011;01/01/1900 11:18;57;29/08/2011;01/01/1900 09:24;57;144;"194,637";"265,8";"152,6";"0,877";"53,28";144;"26,71";"64,41";"69,71";
66340000;1;10/05/2010;01/01/1900 11:18;54;10/05/2010;01/01/1900 09:25;54;347;"416,0";"587,0";"171,3";"0,708";"83,46";347;"25,6";"40,44";"75,39";
66340000;1;27/01/2010;01/01/1900 12:12;53;27/01/2010;01/01/1900 09:47;53;419;"614,375";"758,58";"177,8";"0,81";"33,24";419;"30,4";"29,16";"58,23";
66340000;1;21/10/2009;01/01/1900 11:04;52;21/10/2009;01/01/1900 09:30;52;163;"197,133";"310,17";"150,2";"0,636";"73,44";163;"29,8";"69,71";"72,2";
66340000;1;20/07/2009;01/01/1900 12:05;51;20/07/2009;01/01/1900 10:08;51;197;"267,0";"347,0";"151,6";"0,769";"64,15";197;"27,4";"84,02";"60,05";
66340000;1;21/03/2009;01/01/1900 12:30;50;21/03/2009;01/01/1900 10:00;50;420;"731,0";"740,0";"175,9";"0,987";"37,06";420;"29,3";"21,49";"63,61";
66340000;1;26/09/2008;01/01/1900 12:20;49;26/09/2008;01/01/1900 10:15;49;159;"273,0";"305,0";"151,4";"0,894";"69,01";159;"25,2";"150,83";"81,0";
66340000;1;24/06/2008;01/01/1900 12:00;48;24/06/2008;01/01/1900 09:20;48;250;"298,0";"401,0";"156,6";"0,744";"63,96";250;"21,8";"53,04";"82,0";
66340000;1;03/12/2007;01/01/1900 11:20;47;03/12/2007;01/01/1900 09:35;47;299;"391,094";"527,35";"167,0";"0,742";"91,9";299;;"132,22";"35,0";
66340000;1;09/08/2007;01/01/1900 13:12;46;09/08/2007;01/01/1900 11:40;46;156;"189,0";"295,0";"149,8";"0,638";"61,41";156;"21,0";;"60,0";
66340000;1;09/04/2007;01/01/1900 13:00;45;09/04/2007;01/01/1900 09:55;45;426;"609,45";"740,28";"175,7";"0,823";"14,53";426;"29,9";;"56,0";
66340000;1;13/07/2006;01/01/1900 12:00;44;13/07/2006;01/01/1900 09:35;44;212;"249,922";"363,02";"156,3";"0,688";"93,55";212;"21,0";"89,88";"87,7";
66340000;1;02/11/2005;01/01/1900 12:00;43;02/11/2005;01/01/1900 09:20;43;164;"212,291";"325,43";"151,2";"0,652";"627,33";164;"21,0";"110,39";"68,3";
