Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoSecao: 1 = Régua, 2 = Medição

Restrições da consulta:
Código da Estação:66070004


EstacaoCodigo;NivelConsistencia;Data;Hora;NumLevantamento;TipoSecao;NumVerticais;DistanciaPIPF;EixoXDistMaxima;EixoXDistMinima;EixoYCotaMaxima;EixoYCotaMinima;ElmGeomPassoCota;Observacoes;Vertical
66070004;1;11/08/2016;;;2;38;"293,2";;;;;"10,0";;"46,01,-185|266,99,-162|274,62,122|39,5,89|234,7,-206|198,1,-91|173,66,-46|149,42,-3|185,56,-104|125,65,15|270,72,-19|277,42,350|210,67,-115|64,73,-41|254,74,-208|42,5,22|223,28,-125|283,22,353|87,58,-44|275,62,195|137,28,5|113,99,8|276,62,289|53,47,-8|161,61,-20|100,76,-29|75,65,-54|293,22,340|273,72,89|38,124|10,669|21,6,609|36,169|30,3,337|0,721|28,6,476|26,6,560|33,254|"
66070004;1;22/08/2015;;;2;38;"269,57";;;;;"10,0";;",716|10,7,661|20,7,605|25,7,572|27,7,541|28,7,340|29,7,445|30,7,280|32,7,206|34,7,144|35,7,116|38,7,80|48,97,-41|59,31,-34|69,13,-18|79,68,-18|89,92,16|99,63,20|109,4,18|120,06,19|132,3,-32|145,54,-35|159,53,-25|173,96,-45|194,63,-115|204,3,-89|214,44,-108|223,83,-140|239,37,-177|253,82,-193|268,27,1|271,27,116|271,87,162|272,57,243|273,27,359|276,27,349|280,27,353|290,27,340|"
66070004;2;22/08/2015;01/01/1900 00:00;0;2;38;"290,27";"310,27";"20,0";"716,0";"-193,0";"1,0";"Aplicado deslocamento horizontal de 20 m,";"0,716|30,7,661|40,7,605|45,7,572|47,7,541|48,7,490|49,7,445|50,7,280|52,7,206|54,7,144|55,7,116|58,7,80|68,97,-41|79,31,-34|89,13,-18|99,68,-18|109,92,16|119,63,20|129,4,18|140,06,19|152,3,-32|165,54,-35|179,53,-25|193,96,-45|214,63,-115|224,3,-89|234,44,-108|243,83,-140|259,37,-177|273,82,-193|288,27,1|291,27,116|291,87,162|292,57,243|293,27,359|296,27,349|300,27,353|310,27,340|"
66070004;2;13/08/2014;;;2;32;"277,92";"298,8733";"20,9533";"716,0";"-199,0";"10,0";;"0,9533,716|31,4533,661|41,4533,610|45,7533,588|46,0533,495|47,9533,428|49,9533,335|51,9533,269|53,9533,199|55,5533,157|58,5533,113|74,3633,-46|89,8333,-19|104,513,-25|119,653,4|134,803,18|149,843,0|165,713,-7|181,433,-4|196,133,-63|211,163,-75|226,343,-129|242,243,-190|257,353,-199|272,853,-194|287,173,-28|290,173,157|291,173,231|292,173,296|292,473,361|296,473,342|298,873,351|"
66070004;1;13/08/2014;;;2;32;"267,42";;;;;"10,0";;",716|10,5,661|20,5,610|24,8,588|25,1,495|27,428|29,335|31,269|33,199|34,6,157|37,6,113|53,41,-46|68,88,-19|83,56,-25|98,7,4|113,85,18|128,89,0|144,76,-7|160,48,-4|175,18,-63|190,21,-75|205,39,-129|221,29,-190|236,4,-199|251,9,-194|266,22,-28|269,22,157|270,22,231|271,22,296|271,52,361|275,52,342|277,92,351|"
66070004;1;28/07/2013;;;2;31;"266,61";;;;;"10,0";;",712|11,662|27,5,567|28,5,449|30,5,343|32,5,283|34,5,219|36,5,179|38,5,122|40,79|54,16,-55|68,87,-59|83,96,-30|99,31,-17|113,59,-13|128,84,-6|143,95,-20|158,87,-22|173,84,-38|188,61,-58|203,44,-72|218,46,-187|233,6,-161|250,82,-233|264,41,36|266,61,122|267,61,274|268,61,235|269,41,361|274,41,350|277,61,353|"
66070004;2;28/07/2013;;;2;31;"277,61";"301,3449";"23,7349";"712,0";"-233,0";"10,0";;"3,7349,712|34,7349,662|51,2349,567|52,2349,449|54,2349,343|56,2349,283|58,2349,219|60,2349,179|62,2349,122|63,7349,79|77,8949,-55|92,6049,-59|107,695,-30|123,045,-17|137,325,-13|152,575,-6|167,685,-20|182,605,-22|197,575,-38|212,345,-58|227,175,-72|242,195,-187|257,335,-161|274,555,-233|288,145,36|290,345,122|291,345,274|292,345,235|293,145,361|298,145,350|301,345,353|"
66070004;2;15/09/2012;;;2;37;"284,4199";"301,6049";"17,185";"717,0";"-225,0";"10,0";;"7,185,717|22,185,680|27,785,659|32,785,632|37,785,607|45,385,562|46,185,417|48,185,323|50,185,266|52,185,203|54,185,134|56,285,80|68,765,-31|75,505,-52|86,735,-50|98,435,-40|110,995,-15|122,515,-14|135,545,-15|152,025,-5|163,425,-11|176,885,-23|192,365,-47|205,615,-86|218,795,-117|229,825,-120|245,445,-196|253,015,-173|267,505,-225|278,965,-218|288,905,80|289,905,136|290,905,193|291,905,273|292,905,367|297,905,360|301,605,352|"
66070004;1;15/09/2012;;;2;37;"273,8";;;;;"10,0";;",717|5,680|10,6,659|15,6,632|20,6,607|28,2,562|29,417|31,323|33,266|35,203|37,134|39,1,80|51,58,-31|58,32,-52|69,55,-50|81,25,-40|93,81,-15|105,33,-14|118,36,-15|134,84,-5|146,24,-11|159,7,-23|175,18,-47|188,43,-86|201,61,-117|212,64,-120|228,26,-196|235,83,-173|250,32,-225|261,78,-218|271,72,80|272,72,136|273,72,193|274,72,273|275,72,367|280,72,360|284,42,352|"
66070004;1;03/08/2011;;;2;35;"273,02";;;;;"10,0";;",661|5,635|10,611|17,5,567|18,5,543|19,3,418|20,9,347|21,9,286|23,1,238|24,7,175|26,3,135|37,12,-37|46,08,-40|54,56,-34|67,52,-16|81,47,4|94,31,14|107,85,18|121,41,3|140,18,-17|159,-11|171,36,-33|189,27,-37|196,12,-160|199,12,-171|219,78,-185|232,71,-254|240,78,-198|251,94,-258|260,12,135|260,82,186|262,02,228|262,82,373|267,82,368|273,02,352|"
66070004;2;03/08/2011;;;2;35;"273,02";"302,3248";"29,3048";"661,0";"-258,0";"10,0";;"88,305,-11|200,665,-33|218,575,-37|225,425,-160|228,425,-171|249,085,-185|262,015,-254|270,085,-198|281,245,-258|289,425,135|290,125,186|291,325,228|292,125,373|297,125,368|302,325,352|29,3048,661|34,3048,635|39,3048,611|46,8048,567|47,8048,543|48,6048,418|50,2048,347|51,2048,286|52,4048,238|54,0048,175|55,6048,135|66,4248,-37|75,3848,-40|83,8648,-34|96,8248,-16|110,775,4|123,615,14|137,155,18|150,715,3|169,485,-17|"
66070004;2;27/09/2010;01/01/1900 07:00;1;2;37;"288,45";"303,8125";"15,3625";"705,0";"-210,0";"10,0";;"5,3625,705|26,0625,661|38,0625,607|44,0625,567|44,3625,497|45,3625,439|46,3625,370|47,3625,296|48,3625,264|49,3625,218|50,3625,183|51,3625,147|52,3625,119|53,4625,93|71,6625,-46|89,9625,-33|106,332,-2|125,613,31|142,443,17|159,402,26|172,563,-8|184,242,-32|198,113,-75|200,553,-91|219,673,-85|229,292,-114|238,702,-126|249,242,-131|253,042,-138|260,283,-210|272,043,-187|289,413,93|290,413,186|291,212,211|292,212,365|300,212,363|303,813,352|"
66070004;1;27/09/2010;01/01/1900 07:00;1;2;37;"277,8";;;;;"10,0";;",705|10,7,661|22,7,607|28,7,567|29,497|30,439|31,370|32,296|33,264|34,218|35,183|36,147|37,119|38,1,93|56,3,-46|74,6,-33|90,97,-2|110,25,31|127,08,17|144,04,26|157,2,-8|168,88,-32|182,75,-75|185,19,-91|204,31,-85|213,93,-114|223,34,-126|233,88,-131|237,68,-138|244,92,-210|256,68,-187|274,05,93|275,05,186|275,85,211|276,85,365|284,85,363|288,45,352|"
66070004;1;03/07/2009;01/01/1900 07:00;1;2;40;"271,5";"300,0";"0,0";"700,0";"-300,0";"10,0";;",651|5,629|10,601|15,478|17,5,561|18,5,561|19,3,443|20,3,398|21,3,314|22,3,258|23,3,231|24,3,188|25,3,166|35,62,3|43,07,-41|52,24,-35|61,94,-27|70,16,-24|82,08,-18|93,97,-3|104,79,2|115,69,5|131,23,-36|144,33,-43|155,47,-47|169,2,-78|184,31,-138|196,83,-125|208,41,-123|222,4,-139|230,39,-190|240,78,-226|248,56,-156|259,32,-166|260,02,191|260,52,250|261,02,355|264,02,385|269,02,378|271,49,352|"
66070004;2;03/07/2009;01/01/1900 07:00;1;2;40;"271,49";"302,5888";"31,0988";"651,0";"-226,0";"10,0";;"1,0988,651|36,0988,629|41,0988,601|46,0988,578|48,5988,561|49,5988,561|50,3988,443|51,3988,398|52,3988,314|53,3988,258|54,3988,231|55,3988,188|56,3988,166|66,7188,3|74,1688,-41|83,3388,-35|93,0388,-27|101,259,-24|113,179,-18|125,069,-3|135,889,2|146,789,5|162,329,-36|175,429,-43|186,569,-47|200,299,-78|215,409,-138|227,929,-125|239,509,-123|253,499,-139|261,489,-190|271,879,-226|279,659,-156|290,419,-166|291,119,191|291,619,250|292,119,355|295,119,385|300,119,378|302,589,352|"
66070004;2;29/08/2008;01/01/1900 07:00;1;2;41;"271,49";"305,4099";"33,9199";"660,0";"-168,0";"10,0";;"1,5199,112|72,9099,-14|82,1699,5|99,1699,-8|113,43,-8|129,71,7|138,71,16|154,7,-4|162,28,-18|170,61,-63|199,04,-64|211,88,-70|223,72,-115|233,04,-113|247,86,-144|262,84,-146|271,9,-162|278,99,-168|283,78,-165|289,31,112|290,21,151|290,61,197|290,81,275|291,51,283|292,11,361|294,41,378|300,41,380|305,41,348|33,9199,660|38,9199,637|43,9199,607|48,9199,585|51,4199,570|52,7199,471|52,7199,451|53,7199,422|54,7199,384|56,0199,353|57,3199,250|58,8199,188|60,3199,138|"
66070004;1;29/08/2008;01/01/1900 07:00;1;2;41;"271,5";"300,0";"0,0";"700,0";"-200,0";"10,0";;"9,8,422|0,660|5,637|10,607|15,585|17,5,570|18,8,471|18,8,551|271,49,348|266,49,380|260,49,378|258,19,361|257,59,283|256,89,275|256,69,197|256,29,151|255,39,112|249,86,-165|245,07,-168|237,98,-162|228,92,-146|213,94,-144|199,12,-113|189,8,-115|177,96,-70|165,12,-64|136,69,-63|128,36,-18|120,78,-4|104,79,16|95,79,7|79,51,-8|65,25,-8|48,25,5|38,99,-14|27,6,112|26,4,138|24,9,188|23,4,250|22,1,353|20,8,384|"
66070004;1;29/10/2007;01/01/1900 07:00;1;2;37;"274,0";"275,0";"0,0";"680,0";"-250,0";"10,0";;",659|10,610|18,6,561|18,6,484|20,1,419|21,4,339|22,6,290|22,8,265|23,5,240|24,3,206|24,5,179|36,01,37|43,81,-16|56,1,3|69,57,17|79,9,39|91,49,39|103,54,47|116,68,15|127,9,-6|148,75,-85|160,43,-99|175,79,-107|180,1,-127|194,42,-86|202,51,-129|223,6,-161|238,27,-196|248,42,-203|258,13,-235|266,46,179|266,46,285|267,06,295|267,06,362|267,26,369|268,96,362|273,96,390|"
66070004;2;29/10/2007;01/01/1900 07:00;1;2;37;"273,96";"299,2485";"25,2885";"659,0";"-235,0";"10,0";;"5,2885,659|35,2885,610|43,8885,561|43,8885,484|45,3885,419|46,6885,339|47,8885,290|48,0885,265|48,7885,240|49,5885,206|49,7885,179|61,2985,37|69,0985,-16|81,3885,3|94,8585,17|105,188,39|116,779,39|128,829,47|141,969,15|153,189,-6|174,038,-85|185,719,-99|201,079,-107|205,389,-127|219,708,-86|227,798,-129|248,889,-161|263,559,-196|273,708,-203|283,418,-235|291,749,179|291,749,285|292,349,295|292,349,362|292,548,369|294,249,362|299,249,390|"
66070004;2;27/09/2006;01/01/1900 07:00;1;2;36;"274,84";"297,425";"22,585";"683,0";"-267,0";"10,0";;"2,585,683|33,285,639|43,285,584|48,285,564|52,285,523|53,285,399|54,285,372|55,785,301|56,785,252|57,785,205|58,785,150|59,485,138|69,685,-6|82,925,-10|95,205,8|108,505,17|122,275,38|134,515,18|149,005,14|166,065,-21|177,345,-1|187,825,-13|203,385,-61|209,215,-94|227,745,-160|241,725,-156|256,615,-211|267,055,-214|274,335,-242|278,835,-267|286,335,-158|290,425,138|291,425,203|292,425,342|294,425,370|297,425,381|"
66070004;1;27/09/2006;01/01/1900 07:00;1;2;36;"264,1";"280,0";"0,0";"700,0";"-300,0";"10,0";;",683|10,7,639|20,7,584|25,7,564|29,7,523|30,7,399|31,7,372|33,2,301|34,2,252|35,2,205|36,2,150|36,9,138|47,1,-6|60,34,-10|72,62,8|85,92,17|99,69,38|111,93,18|126,42,14|143,48,-21|154,76,-1|165,24,-13|180,8,-61|186,63,-94|205,16,-160|219,14,-156|234,03,-211|244,47,-214|251,75,-242|256,25,-267|263,75,-158|267,84,138|268,84,203|269,84,342|271,84,370|274,84,381|"
66070004;1;29/09/2005;01/01/1900 07:00;1;2;38;"263,0";"270,0";"0,0";"700,0";"-250,0";"10,0";;",674|4,662|12,627|20,583|22,7,568|23,7,426|25,2,363|26,7,298|28,2,244|29,7,193|31,2,153|32,2,122|40,51,-35|48,55,-29|60,42,-10|71,9,12|78,74,43|89,39,42|98,83,37|105,64,44|123,53,-33|135,35,-57|147,74,-62|163,76,-59|176,23,-64|190,66,-117|204,86,-142|216,28,-210|226,55,-176|238,79,-226|246,47,-203|255,14,122|255,54,157|256,04,274|257,04,358|259,04,387|263,04,378|267,04,365|"
66070004;2;29/09/2005;01/01/1900 07:00;1;2;38;"267,04";"302,5691";"35,5291";"674,0";"-226,0";"10,0";;"5,5291,674|39,5291,662|47,5291,627|55,5291,583|58,2291,568|59,2291,426|60,7291,363|62,2291,298|63,7291,244|65,2291,193|66,7291,153|67,7291,122|76,0391,-35|84,0791,-29|95,9491,-10|107,429,12|114,269,43|124,919,42|134,359,37|141,169,44|159,059,-33|170,879,-57|183,269,-62|199,289,-59|211,759,-64|226,189,-117|240,389,-142|251,809,-210|262,079,-176|274,319,-226|281,999,-203|290,669,122|291,069,157|291,569,274|292,569,358|294,569,387|298,569,378|302,569,365|"
66070004;2;28/09/2004;01/01/1900 07:00;1;2;39;"282,8";"301,3364";"18,5364";"754,0";"-227,0";"10,0";;"01,336,368|297,336,391|295,336,402|293,336,374|292,336,322|291,336,204|290,036,122|277,006,-208|264,906,-227|256,116,-182|246,166,-134|235,226,-132|225,296,-114|217,586,-75|209,326,-84|200,136,-69|191,256,-50|183,766,-14|174,666,-3|166,686,-6|158,556,23|149,206,20|140,716,5|132,576,27|123,986,19|114,026,1|105,616,2|98,8364,-19|89,6564,-33|82,3564,-43|73,9364,-46|66,8364,122|62,9364,229|60,9364,318|58,9364,437|57,9364,556|50,5364,605|38,5364,656|18,5364,754|"
66070004;1;28/09/2004;01/01/1900 07:00;1;2;39;"262,0";"290,0";"0,0";"780,0";"-240,0";"10,0";;",754|20,656|32,605|39,4,556|40,4,437|42,4,318|44,4,229|48,3,122|55,4,-46|63,82,-43|71,12,-33|80,3,-19|87,08,2|95,49,1|105,45,19|114,04,27|122,18,5|130,67,20|140,02,23|148,15,-6|156,13,-3|165,23,-14|172,72,-50|181,6,-69|190,79,-84|199,05,-75|206,76,-114|216,69,-132|227,63,-134|237,58,-182|246,37,-227|258,47,-208|271,5,122|272,8,204|273,8,322|274,8,374|276,8,402|278,8,391|282,8,368|"
66070004;1;10/09/2003;01/01/1900 07:00;1;2;38;"261,0";"300,0";"0,0";"750,0";"-280,0";"10,0";;",736|16,655|28,605|35,7,547|36,7,424|37,7,373|39,2,298|41,2,221|42,9,146|54,6,-43|61,92,-16|69,74,-3|76,08,-17|87,41,15|98,83,20|108,67,26|121,01,44|129,23,41|136,81,0|146,48,-7|155,59,-17|169,01,-45|180,04,-63|188,05,-72|194,93,-110|201,46,-161|211,28,-178|222,25,-220|230,29,-225|240,96,-255|251,2,-225|261,66,-177|267,93,146|268,93,213|269,93,319|270,93,388|274,93,399|277,93,364|"
66070004;2;10/09/2003;01/01/1900 07:00;1;2;38;"277,93";"300,1223";"22,1923";"736,0";"-255,0";"10,0";;"2,1923,736|38,1923,655|50,1923,605|57,8923,547|58,8923,424|59,8923,373|61,3923,298|63,3923,221|65,0923,146|76,7923,-43|84,1123,-16|91,9323,-3|98,2723,-17|109,602,15|121,022,20|130,862,26|143,202,44|151,422,41|159,002,0|168,672,-7|177,782,-17|191,202,-45|202,232,-63|210,242,-72|217,122,-110|223,652,-161|233,472,-178|244,442,-220|252,482,-225|263,152,-255|273,392,-225|283,852,-177|290,122,146|291,122,213|292,122,319|293,122,388|297,122,399|300,122,364|"
66070004;2;11/07/2002;01/01/1900 07:00;1;2;41;"283,54";"303,5472";"20,0072";"755,0";"-206,0";"10,0";;"0,0072,755|40,0072,655|52,0072,604|59,4072,552|60,4072,423|62,4072,334|64,4072,245|66,0072,216,5|66,1572,188|82,0872,-29|88,0972,-16|95,0872,12|104,897,-8|112,127,9|118,287,14|124,887,33|131,907,32|136,687,31|143,377,33|150,037,28|158,407,9|167,767,-20|177,057,-62|185,117,-18|193,697,-73|202,027,-112|210,227,-174|220,167,-102|228,077,-112|235,357,-150|247,947,-117|255,277,-152|266,207,-192|276,547,-206|290,447,188|291,447,207|292,447,319|293,447,362|297,447,405|299,547,378|303,547,366|"
66070004;1;11/07/2002;01/01/1900 07:00;1;2;41;"259,0";"310,0";"0,0";"800,0";"-230,0";"10,0";;",755|20,655|32,604|39,4,552|40,4,423|42,4,334|44,4,245|46,-45|46,15,188|62,08,-29|68,09,-16|75,08,12|84,89,-8|92,12,9|98,28,14|104,88,33|111,9,32|116,68,31|123,37,33|130,03,28|138,4,9|147,76,-20|157,05,-62|165,11,-18|173,69,-73|182,02,-112|190,22,-174|200,16,-102|208,07,-112|215,35,-150|227,94,-117|235,27,-152|246,2,-192|256,54,-206|270,44,188|271,44,207|272,44,319|273,44,362|277,44,405|279,54,378|283,54,366|"
66070004;1;20/08/2001;01/01/1900 07:00;1;2;40;"259,0";"290,0";"0,0";"800,0";"-220,0";"10,0";;"38,75,14|91,81,0|99,66,-2|106,84,34|113,38,34|120,99,46|130,09,28|0,755|20,656|40,536|41,414|43,345|45,238|47,174|49,123|58,02,-43|162,64,3|148,53,-16|63,87,-39|69,94,-19|76,65,-13|84,19,-2|155,88,-26|170,13,-4|177,88,-17|196,51,-96|206,63,-128|217,54,-136|230,6,-161|243,73,-197|258,86,-167|268,55,123|269,55,156|270,55,237|271,55,287|272,75,366|273,75,412|275,75,405|279,25,376|186,43,-65|"
66070004;2;20/08/2001;01/01/1900 07:00;1;2;40;"279,25";"299,9171";"20,6671";"755,0";"-197,0";"10,0";;"89,217,123|290,217,156|291,217,237|292,217,287|293,417,366|294,417,412|296,417,405|299,917,376|20,6671,755|40,6671,656|60,6671,536|61,6671,414|63,6671,345|65,6671,238|67,6671,174|69,6671,123|78,6871,-43|84,5371,-39|90,6071,-19|97,3171,-13|104,857,-2|112,477,0|120,327,-2|127,507,34|134,047,34|141,657,46|150,757,28|159,417,14|169,197,-16|176,547,-26|183,307,3|190,797,-4|198,547,-17|207,097,-65|217,177,-96|227,297,-128|238,207,-136|251,267,-161|264,397,-197|279,527,-167|"
66070004;1;18/08/1999;01/01/1900 07:00;1;2;39;"261,6";"330,0";"0,0";"850,0";"-280,0";"10,0";;",789|40,5,654|60,5,530|64,5,274|76,16,-42|90,09,-24|109,-4|127,5,-6|145,4,6|154,1,45|170,9,-6|187,8,-43|206,4,-60|224,8,-140|245,9,-183|263,4,-246|282,3,-202|291,1,206|294,1,399|298,1,400|20,752|52,5,606|62,5,392|67,6,158|81,16,-45|99,15,-10|117,3,0|139,-9|162,4,0|179,2,-19|195,9,-45|215,1,-109|235,3,-153|254,3,-215|273,6,-254|290,1,158|292,1,283|296,1,412|302,1,374|"
66070004;2;18/08/1999;01/01/1900 07:00;1;2;39;"302,1";"302,1";"0,0";"789,0";"-254,0";"10,0";;",789|20,752|40,5,654|52,5,606|60,5,530|62,5,392|64,5,274|67,6,158|76,16,-42|81,16,-45|90,09,-24|99,15,-10|109,-4|117,3,0|127,5,-6|139,-9|145,4,6|154,1,45|162,4,0|170,9,-6|179,2,-19|187,8,-43|195,9,-45|206,4,-60|215,1,-109|224,8,-140|235,3,-153|245,9,-183|254,3,-215|263,4,-246|273,6,-254|282,3,-202|290,1,158|291,1,206|292,1,283|294,1,399|296,1,412|298,1,400|302,1,374|"
66070004;2;01/09/1998;01/01/1900 07:00;1;2;40;"279,1";"305,4563";"26,3563";"711,0";"-236,0";"10,0";;"6,3563,711|34,3563,699|46,5563,624|50,5563,592|54,5563,487|58,5563,394|62,5563,332|66,5563,195|69,7563,164|75,9663,37|83,3263,4|89,6263,-38|100,116,-39|110,896,-22|122,486,-5|134,256,20|145,156,41|156,256,40|167,056,-16|174,956,-34|179,556,-35|189,356,-62|195,856,-141|205,356,-108|214,456,-128|221,956,-202|230,656,-196|237,456,-156|247,456,-183|259,056,-236|269,256,-197|278,956,-202|290,456,164|290,956,184|291,456,336|292,956,370|293,456,431|297,456,425|301,456,422|305,456,377|"
