Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MedidorVazao: 1 = ADCP (outros modelos), 2 = ADCP RiverPro de 1200 kHz, 3 = ADCP RiverPro de 600 kHz, 4 = ADCP RiverRay de 600 kHz, 5 = ADCP StreamPro, 6 = ADCP Workhorse Rio Grande de 1200 kHz, 7 = ADCP Workhorse Rio Grande de 300 kHz,
8 = ADCP Workhorse Rio Grande de 600 kHz, 9 = Barco em movimento (moving boat ou smoot), 10 = FlowTracker;11 = Flutuador, 12 = MF Pro;13 = Micromolinete, 14 = Molinete de eixo horizontal, 15 = Molinete de eixo vertical,
16 = RiverSurveyor = M9, 17 = RiverSurveyor = S5, 18 = Volumétrico, 19 = Outros, 20 = Não especificado

Restrições da consulta:
Código da Estação:66260002


EstacaoCodigo;NivelConsistencia;Data;Hora;NumMedicao;Cota;Vazao;AreaMolhada;Largura;VelMedia;Profundidade;tecnico;medidorvazao
66260002;2;21/03/1981;01/01/1900 07:00;64;"513,0";"1095,0";"1016,0";"169,0";"1,078";"6,02";;
66260002;1;21/03/1981;01/01/1900 07:00;64;"513,0";"1095,0";"1016,0";"169,0";"1,078";"6,02";;
66260002;2;10/02/1981;01/01/1900 07:00;63;"356,0";"651,0";"745,0";"163,0";"0,873";"4,58";;
66260002;1;10/02/1981;01/01/1900 07:00;63;"356,0";"651,0";"745,0";"163,0";"0,873";"4,58";;
66260002;2;15/01/1981;01/01/1900 07:00;62;"413,0";"823,0";"848,0";"165,0";"0,97";"5,14";;
66260002;1;15/01/1981;01/01/1900 07:00;62;"413,0";"823,0";"848,0";"165,0";"0,97";"5,14";;
66260002;2;08/12/1980;01/01/1900 07:00;61;"178,0";"257,0";"474,0";"154,0";"0,542";"3,07";;
66260002;1;08/12/1980;01/01/1900 07:00;61;"178,0";"257,0";"474,0";"154,0";"0,542";"3,07";;
66260002;2;11/11/1980;01/01/1900 07:00;60;"227,0";"366,0";"550,0";"156,0";"0,665";"3,52";;
66260002;1;11/11/1980;01/01/1900 07:00;60;"227,0";"366,0";"550,0";"156,0";"0,665";"3,52";;
66260002;2;20/10/1980;01/01/1900 07:00;59;"96,0";"119,0";"348,0";"150,0";"0,34";"2,32";;
66260002;1;20/10/1980;01/01/1900 07:00;59;"96,0";"119,0";"348,0";"150,0";"0,34";"2,32";;
66260002;2;12/09/1980;01/01/1900 07:00;58;"130,0";"169,0";"404,0";"152,0";"0,417";"2,66";;
66260002;1;12/09/1980;01/01/1900 07:00;58;"130,0";"169,0";"404,0";"152,0";"0,417";"2,66";;
66260002;2;12/08/1980;01/01/1900 07:00;57;"110,0";"132,0";"373,0";"151,0";"0,354";"2,47";;
66260002;1;12/08/1980;01/01/1900 07:00;57;"110,0";"132,0";"373,0";"151,0";"0,354";"2,47";;
66260002;2;10/07/1980;01/01/1900 07:00;56;"134,0";"160,0";"418,0";"152,0";"0,381";"2,75";;
66260002;1;10/07/1980;01/01/1900 07:00;56;"134,0";"160,0";"418,0";"152,0";"0,381";"2,75";;
66260002;2;10/06/1980;01/01/1900 07:00;55;"160,0";"187,0";"449,0";"153,0";"0,416";"2,93";;
66260002;1;10/06/1980;01/01/1900 07:00;55;"160,0";"187,0";"449,0";"153,0";"0,416";"2,93";;
66260002;2;08/05/1980;01/01/1900 07:00;54;"211,0";"281,0";"532,0";"155,0";"0,527";"3,43";;
66260002;1;08/05/1980;01/01/1900 07:00;54;"211,0";"281,0";"532,0";"155,0";"0,527";"3,43";;
66260002;2;15/04/1980;01/01/1900 07:00;53;"365,0";"584,0";"774,0";"164,0";"0,754";"4,73";;
66260002;1;15/04/1980;01/01/1900 07:00;53;"365,0";"584,0";"774,0";"164,0";"0,754";"4,73";;
66260002;2;17/03/1980;01/01/1900 07:00;52;"548,0";"1116,0";"1076,0";"172,0";"1,037";"6,27";;
66260002;1;17/03/1980;01/01/1900 07:00;52;"548,0";"1116,0";"1076,0";"172,0";"1,037";"6,27";;
66260002;2;06/02/1980;01/01/1900 07:00;51;"585,0";"1169,0";"1108,0";"171,0";"1,054";"6,49";;
66260002;1;06/02/1980;01/01/1900 07:00;51;"585,0";"1169,0";"1108,0";"171,0";"1,054";"6,49";;
66260002;2;06/01/1980;01/01/1900 07:00;50;"242,0";"346,0";"541,0";"154,0";"0,638";"3,51";;
66260002;1;06/01/1980;01/01/1900 07:00;50;"242,0";"346,0";"541,0";"154,0";"0,638";"3,51";;
66260002;2;13/12/1979;01/01/1900 07:00;49;"183,0";"282,0";"480,0";"155,0";"0,587";"3,1";;
66260002;1;13/12/1979;01/01/1900 07:00;49;"183,0";"282,0";"480,0";"155,0";"0,587";"3,1";;
66260002;2;12/11/1979;01/01/1900 07:00;48;"139,0";"165,0";"405,0";"150,0";"0,407";"2,69";;
66260002;1;12/11/1979;01/01/1900 07:00;48;"139,0";"165,0";"405,0";"150,0";"0,407";"2,69";;
66260002;2;17/10/1979;01/01/1900 07:00;47;"173,0";"223,0";"458,0";"153,0";"0,486";"2,99";;
66260002;1;17/10/1979;01/01/1900 07:00;47;"173,0";"223,0";"458,0";"153,0";"0,486";"2,99";;
66260002;2;14/09/1979;01/01/1900 07:00;46;"151,0";"178,0";"424,0";"152,0";"0,42";"2,79";;
66260002;1;14/09/1979;01/01/1900 07:00;46;"151,0";"178,0";"424,0";"152,0";"0,42";"2,79";;
66260002;2;20/08/1979;01/01/1900 07:00;45;"118,0";"119,0";"374,0";"149,0";"0,318";"2,51";;
66260002;1;20/08/1979;01/01/1900 07:00;45;"118,0";"119,0";"374,0";"149,0";"0,318";"2,51";;
66260002;2;07/07/1979;01/01/1900 07:00;44;"146,0";"152,0";"410,0";"151,0";"0,37";"2,71";;
66260002;1;07/07/1979;01/01/1900 07:00;44;"146,0";"152,0";"410,0";"151,0";"0,37";"2,71";;
66260002;2;12/06/1979;01/01/1900 07:00;43;"174,0";"201,0";"457,0";"153,0";"0,44";"2,98";;
66260002;1;12/06/1979;01/01/1900 07:00;43;"174,0";"201,0";"457,0";"153,0";"0,44";"2,98";;
66260002;2;07/05/1979;01/01/1900 07:00;42;"480,0";"868,0";"949,0";"169,0";"0,913";"5,62";;
66260002;1;07/05/1979;01/01/1900 07:00;42;"480,0";"868,0";"949,0";"169,0";"0,913";"5,62";;
66260002;2;30/04/1979;01/01/1900 07:00;41;"270,0";"311,0";"601,0";"159,0";"0,517";"3,77";;
66260002;1;30/04/1979;01/01/1900 07:00;41;"270,0";"311,0";"601,0";"159,0";"0,517";"3,77";;
66260002;2;10/03/1979;01/01/1900 07:00;40;"369,0";"560,0";"732,0";"159,0";"0,764";"4,59";;
66260002;1;10/03/1979;01/01/1900 07:00;40;"369,0";"560,0";"732,0";"159,0";"0,764";"4,59";;
66260002;2;23/02/1979;01/01/1900 07:00;39;"453,0";"791,0";"867,0";"167,0";"0,912";"5,19";;
66260002;1;23/02/1979;01/01/1900 07:00;39;"453,0";"791,0";"867,0";"167,0";"0,912";"5,19";;
66260002;2;15/01/1979;01/01/1900 07:00;38;"769,0";"1975,0";"1458,0";"189,0";"1,354";"7,73";;
66260002;1;15/01/1979;01/01/1900 07:00;38;"769,0";"1975,0";"1458,0";"189,0";"1,354";"7,73";;
66260002;2;22/12/1978;01/01/1900 07:00;37;"516,0";"839,0";"934,0";"168,0";"0,898";"5,56";;
66260002;1;22/12/1978;01/01/1900 07:00;37;"516,0";"839,0";"934,0";"168,0";"0,898";"5,56";;
66260002;2;16/11/1978;01/01/1900 07:00;36;"205,0";"250,0";"459,0";"156,0";"0,545";"2,94";;
66260002;1;16/11/1978;01/01/1900 07:00;36;"205,0";"250,0";"459,0";"156,0";"0,545";"2,94";;
66260002;2;06/10/1978;01/01/1900 07:00;35;"100,0";"81,3";"290,0";"151,0";"0,28";"1,92";;
66260002;1;06/10/1978;01/01/1900 07:00;35;"100,0";"81,3";"290,0";"151,0";"0,28";"1,92";;
66260002;2;12/09/1978;01/01/1900 07:00;34;"113,0";"110,0";"316,0";"150,0";"0,349";"2,1";;
66260002;1;12/09/1978;01/01/1900 07:00;34;"113,0";"110,0";"316,0";"150,0";"0,349";"2,1";;
66260002;2;14/08/1978;01/01/1900 07:00;33;"106,0";"87,2";"307,0";"150,0";"0,283";"2,05";;
66260002;1;14/08/1978;01/01/1900 07:00;33;"106,0";"87,2";"307,0";"150,0";"0,283";"2,05";;
66260002;2;13/07/1978;01/01/1900 07:00;32;"125,0";"116,0";"337,0";"151,0";"0,342";"2,23";;
66260002;1;13/07/1978;01/01/1900 07:00;32;"125,0";"116,0";"337,0";"151,0";"0,342";"2,23";;
66260002;2;05/06/1978;01/01/1900 07:00;31;"191,0";"212,0";"430,0";"151,0";"0,493";"2,85";;
66260002;1;05/06/1978;01/01/1900 07:00;31;"191,0";"212,0";"430,0";"151,0";"0,493";"2,85";;
66260002;2;24/05/1978;01/01/1900 07:00;30;"179,0";"199,0";"415,0";"152,0";"0,478";"2,73";;
66260002;1;24/05/1978;01/01/1900 07:00;30;"179,0";"199,0";"415,0";"152,0";"0,478";"2,73";;
66260002;2;08/04/1978;01/01/1900 07:00;29;"272,0";"380,0";"542,0";"154,0";"0,702";"3,51";;
66260002;1;08/04/1978;01/01/1900 07:00;29;"272,0";"380,0";"542,0";"154,0";"0,702";"3,51";;
66260002;2;12/03/1978;01/01/1900 07:00;28;"589,0";"1128,0";"971,0";"166,0";"1,161";"5,83";;
66260002;1;12/03/1978;01/01/1900 07:00;28;"589,0";"1128,0";"971,0";"166,0";"1,161";"5,83";;
66260002;2;11/03/1978;01/01/1900 07:00;27;"514,0";"1084,0";"934,0";"164,0";"1,161";"5,68";;
66260002;1;11/03/1978;01/01/1900 07:00;27;"514,0";"1084,0";"934,0";"164,0";"1,161";"5,68";;
66260002;2;18/01/1978;01/01/1900 07:00;26;"591,0";"1286,0";"1109,0";"172,0";"1,159";"6,45";;
66260002;1;18/01/1978;01/01/1900 07:00;26;"591,0";"1286,0";"1109,0";"172,0";"1,159";"6,45";;
66260002;2;06/12/1977;01/01/1900 07:00;25;"306,0";"508,0";"622,0";"159,0";"0,817";"3,9";;
66260002;1;06/12/1977;01/01/1900 07:00;25;"306,0";"508,0";"622,0";"159,0";"0,817";"3,9";;
66260002;2;16/11/1977;01/01/1900 07:00;24;"237,0";"335,0";"517,0";"158,0";"0,647";"3,27";;
66260002;1;16/11/1977;01/01/1900 07:00;24;"237,0";"335,0";"517,0";"158,0";"0,647";"3,27";;
66260002;2;04/11/1977;01/01/1900 07:00;23;"175,0";"204,0";"418,0";"163,0";"0,488";"2,55";;
66260002;1;04/11/1977;01/01/1900 07:00;23;"175,0";"204,0";"418,0";"163,0";"0,488";"2,55";;
66260002;2;30/08/1977;01/01/1900 07:00;22;"103,0";"92,2";"305,0";"151,0";"0,302";"2,02";;
66260002;1;30/08/1977;01/01/1900 07:00;22;"103,0";"92,2";"305,0";"151,0";"0,302";"2,02";;
66260002;2;22/07/1977;01/01/1900 07:00;21;"119,0";"115,0";"324,0";"152,0";"0,354";"2,13";;
66260002;1;22/07/1977;01/01/1900 07:00;21;"119,0";"115,0";"324,0";"152,0";"0,354";"2,13";;
66260002;2;29/06/1977;01/01/1900 07:00;20;"158,0";"165,0";"370,0";"152,0";"0,444";"2,43";;
66260002;1;29/06/1977;01/01/1900 07:00;20;"158,0";"165,0";"370,0";"152,0";"0,444";"2,43";;
66260002;2;29/05/1977;01/01/1900 07:00;19;"181,0";"197,0";"399,0";"153,0";"0,493";"2,6";;
66260002;1;29/05/1977;01/01/1900 07:00;19;"181,0";"197,0";"399,0";"153,0";"0,493";"2,6";;
66260002;2;05/04/1977;01/01/1900 07:00;18;"420,0";"759,0";"787,0";"165,0";"0,963";"4,76";;
66260002;1;05/04/1977;01/01/1900 07:00;18;"420,0";"759,0";"787,0";"165,0";"0,963";"4,76";;
66260002;2;28/11/1976;01/01/1900 07:00;17;"267,0";"361,0";"563,0";"158,0";"0,642";"3,56";;
66260002;1;28/11/1976;01/01/1900 07:00;17;"267,0";"361,0";"563,0";"158,0";"0,642";"3,56";;
66260002;2;08/10/1976;01/01/1900 07:00;16;"134,0";"134,0";"356,0";"153,0";"0,376";"2,33";;
66260002;1;08/10/1976;01/01/1900 07:00;16;"134,0";"134,0";"356,0";"153,0";"0,376";"2,33";;
66260002;2;17/05/1975;01/01/1900 07:00;15;"200,0";"204,0";"484,0";"151,0";"0,42";"3,21";;
66260002;1;17/05/1975;01/01/1900 07:00;15;"200,0";"204,0";"484,0";"151,0";"0,42";"3,21";;
66260002;2;06/01/1975;01/01/1900 07:00;14;"411,0";"781,0";"781,0";"163,0";"0,8";"4,78";;
66260002;1;06/01/1975;01/01/1900 07:00;14;"411,0";"781,0";"781,0";"163,0";"0,8";"4,78";;
66260002;2;28/07/1974;01/01/1900 07:00;13;"152,0";"114,0";"371,0";"151,0";"0,31";"2,46";;
66260002;1;28/07/1974;01/01/1900 07:00;13;"152,0";"114,0";"371,0";"151,0";"0,31";"2,46";;
66260002;2;21/03/1974;01/01/1900 07:00;12;"895,0";"2165,0";"1952,0";"294,0";"1,11";"6,64";;
66260002;1;21/03/1974;01/01/1900 07:00;12;"895,0";"2165,0";"1952,0";"294,0";"1,11";"6,64";;
66260002;2;20/03/1974;01/01/1900 07:00;11;"966,0";"2570,0";"2103,0";"298,0";"1,22";"7,05";;
66260002;2;20/03/1974;01/01/1900 07:00;10;"992,0";"2670,0";"2161,0";"300,0";"1,24";"7,2";;
66260002;1;20/03/1974;01/01/1900 07:00;10;"992,0";"2670,0";"2161,0";"300,0";"1,24";"7,2";;
66260002;1;20/03/1974;01/01/1900 07:00;11;"966,0";"2570,0";"2103,0";"298,0";"1,22";"7,05";;
66260002;2;19/03/1974;01/01/1900 07:00;9;"1052,0";"3132,0";"2359,0";"306,0";"1,33";"7,72";;
66260002;2;19/03/1974;01/01/1900 07:00;8;"1073,0";"3177,0";"2352,0";"305,0";"1,35";"1,71";;
66260002;1;19/03/1974;01/01/1900 07:00;9;"1052,0";"3132,0";"2359,0";"306,0";"1,33";"7,72";;
66260002;1;19/03/1974;01/01/1900 07:00;8;"1073,0";"3177,0";"2352,0";"305,0";"1,35";"1,71";;
66260002;2;02/09/1973;01/01/1900 07:00;7;"103,0";"69,9";"282,0";"151,0";"0,25";"1,87";;
66260002;1;02/09/1973;01/01/1900 07:00;7;"103,0";"69,9";"282,0";"151,0";"0,25";"1,87";;
66260002;2;02/03/1973;01/01/1900 07:00;6;"465,0";"789,0";"828,0";"164,0";"0,95";"5,05";;
66260002;1;02/03/1973;01/01/1900 07:00;6;"465,0";"789,0";"828,0";"164,0";"0,95";"5,05";;
66260002;2;08/10/1972;01/01/1900 07:00;5;"102,0";"67,6";"276,0";"151,0";"0,24";"1,83";;
66260002;1;08/10/1972;01/01/1900 07:00;5;"102,0";"67,6";"276,0";"151,0";"0,24";"1,83";;
66260002;2;26/02/1972;01/01/1900 07:00;4;"387,0";"614,0";"725,0";"162,0";"0,85";"4,47";;
66260002;1;26/02/1972;01/01/1900 07:00;4;"387,0";"614,0";"725,0";"162,0";"0,85";"4,47";;
66260002;2;10/02/1972;01/01/1900 07:00;3;"529,0";"987,0";"953,0";"160,0";"1,04";"5,96";;
66260002;1;10/02/1972;01/01/1900 07:00;3;"529,0";"987,0";"953,0";"160,0";"1,04";"5,96";;
66260002;2;13/02/1971;01/01/1900 07:00;2;"298,0";"401,0";"573,0";"157,0";"0,7";"3,65";;
66260002;1;13/02/1971;01/01/1900 07:00;2;"298,0";"401,0";"573,0";"157,0";"0,7";"3,65";;
66260002;2;20/05/1970;01/01/1900 07:00;1;"167,0";"146,0";"357,0";"154,0";"0,41";"2,32";;
66260002;1;20/05/1970;01/01/1900 07:00;1;"167,0";"146,0";"357,0";"154,0";"0,41";"2,32";;
