Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido

Restrições da consulta:
Código da Estação:66460000


EstacaoCodigo;NivelConsistencia;Data;Hora;NumMedicao;DataLiq;HoraLiq;NumMedicaoLiq;Cota;Vazao;AreaMolhada;Largura;VelMedia;ConcentracaoMatSuspensao;CotaDeMedicao;TemperaturaDaAgua;ConcentracaoDaAmostraExtra;CondutividadeEletrica;Observacoes
66460000;1;02/06/2017;01/01/1900 11:45;77;02/06/2017;01/01/1900 10:21;77;108;"205,9";"214,556";"67,0";"0,959";"58,7";108;"24,8";;"40,0";
66460000;1;24/03/2017;01/01/1900 12:25;67;21/03/2017;01/01/1900 11:11;67;377;"626,57";"469,988";"86,46";"1,188";"481,0";306;"27,95";;"33,4";
66460000;1;17/10/2016;01/01/1900 11:51;75;17/10/2016;01/01/1900 10:46;75;72;"166,835";"172,971";"72,86";"0,994";"102,7";72;"29,07";;"15,0";
66460000;1;24/06/2016;01/01/1900 12:18;74;24/06/2016;01/01/1900 11:07;74;72;"169,257";"176,63";"71,49";"0,941";"47,0";72;"23,93";;"21,8";
66460000;1;23/10/2015;01/01/1900 11:15;72;23/10/2015;01/01/1900 10:13;72;51;"140,564";"162,39";"69,67";"0,863";"49,6";51;"30,46";;;
66460000;1;17/06/2015;01/01/1900 14:10;71;17/06/2015;01/01/1900 13:07;71;111;"208,048";"214,95";"71,05";"1,031";"46,7";111;"25,9";;;
66460000;1;16/03/2015;01/01/1900 11:48;70;16/03/2015;01/01/1900 10:49;70;346;"651,767";"505,688";"87,83";"1,306";"364,0";346;"27,82";;;
66460000;1;21/10/2014;01/01/1900 13:16;69;21/10/2014;01/01/1900 12:24;69;43;"136,34";"160,17";"70,98";"0,881";"176,4";43;;;;"Amostra contém areia fina,"
66460000;1;19/06/2014;01/01/1900 11:55;68;19/06/2014;01/01/1900 10:39;68;107;"208,719";"228,83";"73,37";"0,95";"89,5";107;"25,4";;;
66460000;1;21/03/2014;01/01/1900 12:05;67;21/03/2014;01/01/1900 11:11;67;306;"522,947";"469,99";"82,2";"1,188";"336,7";306;"28,1";;;
66460000;1;16/10/2013;01/01/1900 11:14;66;16/10/2013;01/01/1900 10:22;66;53;"146,0";"159,612";"70,78";"0,938";"111,1";53;"28,6";;;
66460000;1;28/06/2013;01/01/1900 13:30;65;28/06/2013;01/01/1900 12:00;65;97;"199,98";"198,59";"72,291";"1,09";"141,8";97;"27,1";;;
66460000;1;10/04/2013;01/01/1900 12:22;64;10/04/2013;01/01/1900 11:07;64;294;"529,098";"442,2";"78,56";"1,217";"266,2";294;"27,72";;"29,0";
66460000;1;10/08/2012;01/01/1900 12:33;62;10/08/2012;01/01/1900 10:55;62;40;"124,81";"155,46";"66,8";"0,803";"86,4";40;"29,9";;"19,7";
66460000;1;29/02/2012;01/01/1900 14:00;60;29/02/2012;01/01/1900 13:09;60;278;"472,38";"406,4";"72,02";"1,223";"273,4";280;"28,2";;"34,44";
66460000;1;02/12/2011;01/01/1900 11:15;59;02/12/2011;01/01/1900 09:48;59;48;"141,741";"170,15";"72,9";"0,833";"57,0";48;"28,83";"110,9";"81,55";
66460000;1;25/08/2011;01/01/1900 12:25;58;25/08/2011;01/01/1900 10:19;58;45;"185,372";"159,95";"70,2";"1,479";"39,54";45;"23,5";"78,82";"26,59";
66460000;1;04/05/2010;01/01/1900 12:30;55;04/05/2010;01/01/1900 10:08;55;146;"335,0";"298,0";"72,3";"1,126";"169,97";144;"27,8";"151,49";"32,71";
66460000;1;04/05/2010;01/01/1900 10:08;55;04/05/2010;01/01/1900 12:30;;146;"335,123";"297,67";"72,3";"1,126";"169,97";144;"27,8";"151,49";"32,71";
66460000;1;21/01/2010;01/01/1900 14:35;54;21/01/2010;01/01/1900 10:50;54;404;"793,0";"556,0";"82,3";"1,425";"293,2";403;"27,9";"175,9";"46,13";
66460000;1;15/10/2009;01/01/1900 11:40;53;15/10/2009;01/01/1900 09:50;53;58;"147,605";"187,02";"71,7";"0,789";"47,68";58;"28,8";"54,6";"26,35";
66460000;1;17/07/2009;01/01/1900 12:45;52;17/07/2009;01/01/1900 10:48;52;77;"190,0";"204,0";"74,8";"0,928";"77,25";77;"26,0";"75,61";"28,94";
66460000;1;19/03/2009;01/01/1900 14:40;51;19/03/2009;01/01/1900 12:00;51;304;"757,0";"454,0";"77,4";"1,669";"252,7";306;"28,1";"139,1";"39,37";
66460000;1;19/09/2008;01/01/1900 13:25;50;19/09/2008;01/01/1900 11:02;50;48;"184,0";"162,0";"71,1";"1,133";"70,79";48;"26,7";"50,33";"27,0";
66460000;1;20/06/2008;01/01/1900 13:10;49;20/06/2008;01/01/1900 10:35;49;107;"213,0";"224,0";"72,8";"0,952";"118,69";107;"23,2";"54,91";"31,0";
66460000;1;20/11/2007;01/01/1900 13:40;48;21/11/2007;01/01/1900 11:00;48;108;"224,156";"215,45";"71,6";"1,04";"243,84";108;;"277,85";"43,0";
66460000;1;03/08/2007;01/01/1900 14:30;47;03/08/2007;01/01/1900 11:17;47;65;"210,0";"174,0";"70,5";"1,204";"43,02";65;"21,0";;"16,0";
66460000;1;24/04/2007;01/01/1900 12:20;46;24/04/2007;01/01/1900 10:01;46;139;"360,83";"277,06";"73,5";"1,302";"192,77";138;"28,8";;"32,0";
66460000;1;10/07/2006;01/01/1900 14:00;45;10/07/2006;01/01/1900 11:15;45;85;"198,067";"189,25";"74,0";"1,047";"1207,43";85;"21,0";"74,76";"20,3";
66460000;1;28/10/2005;01/01/1900 12:40;44;28/10/2005;01/01/1900 10:30;44;88;"186,339";"199,0";"74,3";"0,936";"506,3";89;"21,0";"211,01";"24,0";
66460000;1;21/10/2004;01/01/1900 12:40;42;21/10/2004;01/01/1900 10:45;42;76;"176,375";"184,96";"74,7";"0,954";"846,17";76;;"166,97";"23,5";
66460000;1;04/10/2003;01/01/1900 12:15;40;04/10/2003;01/01/1900 10:20;40;88;"185,199";"181,54";"75,9";"1,02";"325,94";88;;"111,94";"21,0";
66460000;1;18/06/2003;01/01/1900 12:35;39;18/06/2003;01/01/1900 10:35;39;133;"247,042";"252,89";"77,4";"0,977";"203,78";133;;"155,94";"26,45";
66460000;1;15/11/2002;01/01/1900 13:00;37;15/11/2002;01/01/1900 10:50;37;120;"223,65";"233,0";"76,5";"0,96";"237,99";120;"29,8";"175,43";"23,55";
66460000;1;12/08/2002;01/01/1900 10:20;36;12/08/2002;01/01/1900 12:10;36;76;"170,026";"181,33";"74,5";"0,938";"101,06";76;"26,6";"56,56";"22,0";
66460000;1;02/05/2002;01/01/1900 12:10;35;02/05/2002;01/01/1900 10:10;35;178;"302,266";"308,35";"77,2";"0,98";"367,8";178;;"172,2";"29,26";
66460000;1;19/09/2001;01/01/1900 13:30;5;19/09/2001;01/01/1900 10:20;33;64;"144,361";"154,41";"73,3";"0,935";"123,98";64;;"90,0";"22,08";
66460000;1;17/09/2001;01/01/1900 13:30;33;19/09/2001;01/01/1900 10:20;33;64;"144,361";"154,41";"73,3";"0,935";"123,98";64;;"90,0";"22,08";
66460000;1;08/06/2001;01/01/1900 13:25;4;08/06/2001;01/01/1900 13:25;4;110;"200,42";"232,23";"74,9";"0,863";"164,86";110;;"114,29";"23,0";
66460000;1;18/12/2000;01/01/1900 11:50;3;18/12/2000;01/01/1900 11:50;3;294;"535,48";"393,77";"79,0";"1,36";"1872,93";291;;"735,28";"26,0";
66460000;1;14/09/2000;01/01/1900 13:10;2;14/09/2000;01/01/1900 13:10;2;107;"197,91";"197,62";"75,0";"1,001";"286,89";106;;"196,42";"23,5";
66460000;1;07/07/2000;01/01/1900 12:40;1;07/07/2000;01/01/1900 12:40;1;83;"169,0";"176,9";"73,9";"0,956";"101,44";83;;"0,6";"21,0";
