Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido

Restrições da consulta:
Código da Estação:66870000


EstacaoCodigo;NivelConsistencia;Data;Hora;NumMedicao;DataLiq;HoraLiq;NumMedicaoLiq;Cota;Vazao;AreaMolhada;Largura;VelMedia;ConcentracaoMatSuspensao;CotaDeMedicao;TemperaturaDaAgua;ConcentracaoDaAmostraExtra;CondutividadeEletrica;Observacoes
66870000;1;15/07/2017;01/01/1900 10:10;379;15/07/2017;01/01/1900 08:43;379;363;"228,846";"278,234";"163,93";"0,857";"122,9";363;"21,1";;"89,5";
66870000;1;28/11/2016;01/01/1900 09:40;377;28/11/2016;01/01/1900 08:13;377;375;"230,368";"251,561";"140,25";"0,916";"200,1";375;"27,9";;"53,5";"Amostra continha fração areia fina,"
66870000;1;19/08/2016;01/01/1900 10:55;376;19/08/2016;01/01/1900 09:47;376;372;"238,718";"255,33";"165,4";"0,966";"289,0";372;"24,6";;"25,6";
66870000;1;20/11/2015;01/01/1900 10:20;374;20/11/2015;01/01/1900 08:45;374;382;"278,905";"288,127";"159,18";"0,969";"330,9";382;"27,58";;;
66870000;1;10/08/2015;01/01/1900 10:40;373;10/08/2015;01/01/1900 09:47;373;353;"229,449";"224,993";"143,36";"1,017";"44,0";353;"22,59";;;
66870000;1;14/04/2015;01/01/1900 09:32;372;14/04/2015;01/01/1900 08:28;372;398;"387,238";"305,033";"174,15";"1,271";"11,4";397;"26,91";;;
66870000;1;21/11/2014;01/01/1900 09:40;371;21/11/2014;01/01/1900 07:05;371;373;"205,432";"255,34";"146,28";"0,882";"139,5";373;"28,4";;;
66870000;1;11/08/2014;01/01/1900 09:39;370;11/08/2014;01/01/1900 08:30;370;362;"215,254";"259,793";"159,6";"0,933";"232,4";362;;;;
66870000;1;15/04/2014;01/01/1900 12:40;369;15/04/2014;01/01/1900 10:48;369;418;"448,641";"326,77";"157,0";"1,373";"805,0";418;"27,57";;;
66870000;1;07/11/2013;01/01/1900 11:05;368;07/11/2013;01/01/1900 09:46;368;378;"221,182";"243,63";"162,6";"1,013";"477,0";378;"27,69";;;
66870000;1;09/08/2013;01/01/1900 10:10;367;09/08/2013;01/01/1900 08:51;367;351;"210,522";"226,85";"160,37";"0,906";"237,9";351;"22,0";;;"Amostra composta continha muita fração areia fina,"
66870000;1;29/04/2013;01/01/1900 12:16;366;29/04/2013;01/01/1900 10:41;366;373;"278,004";"309,46";"155,0";"0,909";"327,3";373;"25,23";;"22,7";
66870000;1;10/12/2012;01/01/1900 11:05;365;10/12/2012;01/01/1900 10:01;365;384;"271,371";"244,1";"158,52";"1,106";"616,0";385;"30,0";;"22,5";
66870000;1;26/03/2012;01/01/1900 11:39;362;26/03/2012;01/01/1900 09:20;362;487;"249,22";"252,07";"140,0";"0,991";"844,0";487;"25,0";;"27,15";
66870000;1;03/11/2011;01/01/1900 09:30;361;03/11/2011;01/01/1900 06:40;361;357;"287,363";"277,87";"107,5";"0,667";"357,2";357;"25,8";;"26,53";
66870000;1;02/08/2011;01/01/1900 10:15;360;02/08/2011;01/01/1900 07:05;360;333;"248,852";"227,79";"74,0";"1,092";"544,4";333;"21,7";;"30,81";
66870000;1;15/04/2011;01/01/1900 10:30;359;15/04/2011;01/01/1900 07:10;359;400;"502,688";"369,08";"162,5";"1,362";"591,3";399;"26,2";"655,5";"37,98";
66870000;1;21/10/2010;01/01/1900 12:00;358;21/10/2010;01/01/1900 09:40;358;345;"220,319";"266,12";"144,3";"0,828";"188,5";345;"28,4";"272,1";"26,53";
66870000;1;15/04/2010;01/01/1900 11:00;357;15/04/2010;01/01/1900 08:14;357;353;"319,0";"278,0";"163,5";"1,148";"307,5";353;"26,5";"2271,0";"30,9";"A amostra extra continha muita fração areia fina,"
66870000;1;28/09/2009;01/01/1900 09:55;356;28/09/2009;01/01/1900 07:36;356;352;"213,172";"251,48";"144,3";"0,848";"211,4";352;"27,5";"312,7";"37,67";
66870000;1;29/06/2009;01/01/1900 11:41;355;29/06/2009;01/01/1900 09:00;355;347;"252,0";"248,0";"143,0";"1,048";"562,7";347;"23,5";"772,4";"35,07";
66870000;1;21/08/2008;01/01/1900 10:40;354;21/08/2008;01/01/1900 08:00;354;331;"216,0";"228,0";"141,8";"0,946";"251,75";331;"24,5";"813,54";"39,0";
66870000;1;21/05/2008;01/01/1900 11:30;353;21/05/2008;01/01/1900 09:30;353;343;"351,0";"273,0";"154,0";"1,283";"463,73";343;"24,1";"99,72";"25,0";
66870000;1;24/10/2007;01/01/1900 11:30;352;24/10/2007;01/01/1900 07:30;352;357;"285,596";"280,05";"157,0";"1,02";"370,27";356;"25,8";"311,38";"29,0";
66870000;1;05/07/2007;01/01/1900 11:20;352;24/10/2007;01/01/1900 07:30;352;334;"285,588";"280,05";"157,0";"1,02";"397,44";356;"20,8";;;
66870000;1;29/09/2005;01/01/1900 11:00;349;29/09/2005;01/01/1900 08:29;349;348;"279,171";"282,94";"164,0";"0,987";"0,0";348;"28,0";"502,86";"33,5";
