Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoCurva: 1 = Equação, 2 = Tabela
TipoEquacao: 1 = Potência (Q(H) = a(H - h0)^n), 2 = Linear (Q(H) = a0 + a1H), 3 = Parabólica (Q(H) = a0 + a1H + a2H^2), 4 = Cúbica (Q(H) = a0 + a1H + a2H^2 + a3H^3)

Restrições da consulta:
Código da Estação:66010000


EstacaoCodigo;NivelConsistencia;PeriodoValidadeInicio;PeriodoValidadeFim;CotaMaxima;CotaMinima;TipoCurva;NumeroCurva;TipoEquacao;CoefA;CoefH0;CoefN;CoefA0;CoefA1;CoefA2;CoefA3;TabelaPassoCota;TabelaVazao
66010000;2;12/10/1995;07/03/1998;"550,0";"506,0";1;03/03;1;"56,8";"0,76";"1,546";;;;;"1,0";
66010000;2;08/03/1998;31/03/2001;"101,0";"40,0";1;01/03;1;"82,7969";"-0,12";"1,795";;;;;"1,0";
66010000;2;08/03/1998;31/03/2001;"496,0";"101,0";1;02/03;1;"21,5971";"-1,48";"1,71";;;;;"1,0";
66010000;2;08/03/1998;31/03/2001;"600,0";"496,0";1;03/03;1;"56,8";"0,76";"1,546";;;;;"1,0";
66010000;2;01/04/2001;09/11/2007;"123,0";"40,0";1;01/03;1;"106,252";"0,17";"1,2";;;;;"1,0";
66010000;2;01/04/2001;09/11/2007;"435,0";"123,0";1;02/03;1;"29,5";"-1,17";"1,54";;;;;"1,0";
66010000;2;01/04/2001;09/11/2007;"650,0";"435,0";1;03/03;1;"56,8";"0,76";"1,546";;;;;"1,0";
66010000;2;10/11/2007;27/01/2011;"116,0";"50,0";1;01/03;1;"115,4";"0,18";"1,22";;;;;"1,0";
66010000;2;10/11/2007;27/01/2011;"479,0";"116,0";1;02/03;1;"21,5971";"-1,48";"1,7";;;;;"1,0";
66010000;2;10/11/2007;27/01/2011;"750,0";"479,0";1;03/03;1;"56,8";"0,76";"1,546";;;;;"1,0";
66010000;2;28/01/2011;23/02/2015;"119,0";"40,0";1;01/03;1;"97,57";"0,05";"1,33";;;;;"1,0";
66010000;2;28/01/2011;23/02/2015;"496,0";"119,0";1;02/03;1;"21,5971";"-1,48";"1,71";;;;;"1,0";
66010000;2;28/01/2011;23/02/2015;"650,0";"496,0";1;03/03;1;"56,8";"0,76";"1,546";;;;;"1,0";
66010000;2;24/02/2015;28/02/2020;"139,0";"40,0";1;01/03;1;"86,2389";"0,0";"1,451";;;;;"1,0";
66010000;2;24/02/2015;28/02/2020;"492,0";"139,0";1;02/03;1;"25,41";"-1,46";"1,623";;;;;"1,0";
66010000;2;24/02/2015;28/02/2020;"710,0";"492,0";1;03/03;1;"56,8";"0,76";"1,546";;;;;"1,0";
66010000;2;29/02/2020;31/12/2021;"143,0";"30,0";1;01/03;1;"86,57";"0,02";"1,451";;;;;"1,0";
66010000;2;29/02/2020;31/12/2021;"492,0";"143,0";1;02/03;1;"25,41";"-1,46";"1,623";;;;;"1,0";
66010000;2;29/02/2020;31/12/2021;"800,0";"492,0";1;03/03;1;"56,8";"0,76";"1,546";;;;;"1,0";
66010000;1;01/01/2022;31/12/2024;"491,0";"143,0";1;02/03;1;"25,41";"-1,46";"1,623";;;;;;
66010000;1;01/01/2022;31/12/2024;"143,0";"0,0";1;01/03;1;"86,57";"0,02";"1,451";;;;;;
66010000;1;01/01/2022;31/12/2024;"710,0";"491,0";1;03/03;1;"56,8";"0,76";"1,546";;;;;;
