Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MedidorVazao: 1 = ADCP (outros modelos), 2 = ADCP RiverPro de 1200 kHz, 3 = ADCP RiverPro de 600 kHz, 4 = ADCP RiverRay de 600 kHz, 5 = ADCP StreamPro, 6 = ADCP Workhorse Rio Grande de 1200 kHz, 7 = ADCP Workhorse Rio Grande de 300 kHz,
8 = ADCP Workhorse Rio Grande de 600 kHz, 9 = Barco em movimento (moving boat ou smoot), 10 = FlowTracker;11 = Flutuador, 12 = MF Pro;13 = Micromolinete, 14 = Molinete de eixo horizontal, 15 = Molinete de eixo vertical,
16 = RiverSurveyor = M9, 17 = RiverSurveyor = S5, 18 = Volumétrico, 19 = Outros, 20 = Não especificado

Restrições da consulta:
Código da Estação:66900000


EstacaoCodigo;NivelConsistencia;Data;Hora;NumMedicao;Cota;Vazao;AreaMolhada;Largura;VelMedia;Profundidade;tecnico;medidorvazao
66900000;2;01/06/2015;01/01/1900 10:11;118;"343,0";"236,0";"194,0";"71,2";"1,22";"2,72";;
66900000;1;01/06/2015;01/01/1900 10:11;118;"343,0";"235,584";"193,86";"71,239";"1,215";"2,72";;
66900000;2;07/02/2015;01/01/1900 10:03;117;"361,0";"235,0";"204,0";"71,1";"1,15";"2,88";;
66900000;1;07/02/2015;01/01/1900 10:03;117;"361,0";"235,148";"204,496";"71,108";"1,15";"2,88";;
66900000;2;23/09/2014;01/01/1900 09:19;116;"138,0";"50,501";"51,047";"68,226";"0,989";"0,75";;0
66900000;1;23/09/2014;01/01/1900 09:19;116;"138,0";"50,501";"51,047";"68,226";"0,989";"0,75";;
66900000;2;04/06/2014;01/01/1900 10:31;115;"232,0";"116,811";"108,976";"68,575";"1,072";"1,58";;0
66900000;1;04/06/2014;01/01/1900 10:31;115;"232,0";"116,811";"108,976";"68,575";"1,072";"1,58";;
66900000;2;08/02/2014;01/01/1900 10:02;114;"119,0";"33,484";"37,93";"66,5";"0,883";"0,57";;0
66900000;1;08/02/2014;01/01/1900 10:02;114;"119,0";"33,484";"37,93";"66,5";"0,883";"0,57";;
66900000;2;12/09/2013;01/01/1900 09:45;113;"133,0";"42,538";"45,151";"67,391";"0,942";"0,67";;0
66900000;1;12/09/2013;01/01/1900 09:45;113;"133,0";"42,538";"45,151";"67,391";"0,942";"0,67";;
66900000;2;20/06/2013;01/01/1900 09:48;112;"477,0";"319,86";"287,1";"74,65";"1,114";"3,85";;0
66900000;1;20/06/2013;01/01/1900 09:48;112;"477,0";"319,86";"287,1";"74,65";"1,114";"3,85";;
66900000;2;08/03/2013;01/01/1900 09:40;111;"116,0";"28,823";"59,3";"38,06";"0,486";"1,56";;0
66900000;1;08/03/2013;01/01/1900 09:40;111;"116,0";"28,823";"59,3";"38,06";"0,486";"1,56";;
66900000;2;20/10/2012;01/01/1900 09:03;110;"187,0";"88,016";"81,8";"69,59";"1,076";"1,18";;
66900000;1;20/10/2012;01/01/1900 09:03;110;"187,0";"88,016";"81,8";"69,59";"1,076";"1,18";;
66900000;2;20/07/2012;01/01/1900 09:35;109;"145,0";"61,307";"56,02";"67,3";"1,094";"0,83";;
66900000;1;20/07/2012;01/01/1900 09:35;109;"145,0";"61,307";"56,02";"67,3";"1,094";"0,83";;
66900000;2;21/04/2012;01/01/1900 09:15;108;"118,0";"35,293";"34,9";"64,5";"1,011";"0,54";;
66900000;1;21/04/2012;01/01/1900 09:10;108;"126,0";"43,565";"40,77";"67,1";"1,069";"0,61";Altair / Lucas;15
66900000;1;21/04/2012;01/01/1900 09:15;108;"118,0";"35,293";"34,9";"64,5";"1,011";"0,54";;
66900000;2;23/01/2012;01/01/1900 12:40;107;"108,0";"28,991";"31,48";"65,6";"0,921";"0,48";;
66900000;1;23/01/2012;01/01/1900 12:40;107;"108,0";"28,991";"31,48";"65,6";"0,921";"0,48";;
66900000;2;30/08/2011;01/01/1900 09:15;106;"118,0";"35,293";"34,9";"64,5";"1,011";"0,54";;
66900000;1;30/08/2011;01/01/1900 09:15;106;"118,0";"35,293";"34,9";"64,5";"1,011";"0,54";;
66900000;2;07/06/2011;01/01/1900 09:20;105;"140,0";"58,595";"51,39";"66,7";"1,14";"0,77";;
66900000;1;07/06/2011;01/01/1900 09:20;105;"140,0";"58,595";"51,39";"66,7";"1,14";"0,77";;
66900000;2;02/02/2011;01/01/1900 08:00;104;"152,0";"75,767";"64,27";"66,4";"1,179";"0,97";;
66900000;1;02/02/2011;01/01/1900 08:00;104;"152,0";"75,767";"64,27";"66,4";"1,179";"0,97";;
66900000;2;07/09/2010;01/01/1900 10:00;103;"111,0";"31,0";"33,5";"65,8";"0,925";"0,51";;
66900000;1;07/09/2010;01/01/1900 10:00;103;"111,0";"31,0";"33,5";"65,8";"0,925";"0,51";;
66900000;2;11/05/2010;01/01/1900 08:50;102;"230,0";"132,887";"115,78";"69,0";"1,148";"1,65";;
66900000;1;11/05/2010;01/01/1900 08:50;102;"230,0";"132,887";"115,78";"69,0";"1,148";"1,65";;
66900000;2;20/10/2009;01/01/1900 08:40;101;"328,0";"218,283";"185,22";"72,5";"1,18";"2,55";;
66900000;1;20/10/2009;01/01/1900 08:40;101;"328,0";"218,283";"185,22";"72,5";"1,18";"2,55";;
66900000;2;23/07/2009;01/01/1900 08:40;100;"117,0";"38,889";"37,67";"66,2";"1,032";"0,57";;
66900000;1;23/07/2009;01/01/1900 08:40;100;"117,0";"38,889";"37,67";"66,2";"1,032";"0,57";;
66900000;2;28/03/2009;01/01/1900 09:15;99;"260,0";"166,143";"144,42";"69,4";"1,15";"2,08";;
66900000;1;28/03/2009;01/01/1900 09:15;99;"260,0";"166,143";"144,42";"69,4";"1,15";"2,08";;
66900000;2;16/09/2008;01/01/1900 10:25;98;"103,0";"23,791";"25,98";"50,6";"0,916";"0,51";;
66900000;1;16/09/2008;01/01/1900 10:25;98;"103,0";"23,791";"25,98";"50,6";"0,916";"0,51";;
66900000;2;26/06/2008;01/01/1900 10:00;97;"119,0";"38,456";"63,89";"43,7";"0,602";"1,46";;
66900000;1;26/06/2008;01/01/1900 10:00;97;"119,0";"38,456";"63,89";"43,7";"0,602";"1,46";;
66900000;2;29/11/2007;01/01/1900 08:00;96;"115,0";"36,692";"36,09";"63,4";"1,017";"0,57";;
66900000;1;29/11/2007;01/01/1900 08:00;96;"115,0";"36,692";"36,09";"63,4";"1,017";"0,57";;
66900000;2;19/07/2007;01/01/1900 08:30;95;"117,0";"41,769";"37,16";"63,3";"1,124";"0,59";;
66900000;1;19/07/2007;01/01/1900 08:30;95;"117,0";"41,769";"37,16";"63,3";"1,124";"0,59";;
66900000;2;10/04/2007;01/01/1900 09:15;94;"148,0";"58,526";"58,3";"65,0";"1,118";"0,8";;0
66900000;1;10/04/2007;01/01/1900 09:15;94;"148,0";"58,526";"582,31";"65,0";"1,118";"0,8";;
66900000;2;12/07/2006;01/01/1900 08:30;93;"117,0";"37,1";"38,1";"66,1";"0,976";"0,57";;
66900000;1;12/07/2006;01/01/1900 08:30;93;"117,0";"37,1";"38,1";"66,1";"0,976";"0,57";;
66900000;2;05/11/2005;01/01/1900 09:10;92;"121,0";"49,103";"48,85";"68,8";"1,005";"0,71";;
66900000;1;05/11/2005;01/01/1900 09:10;92;"121,0";"49,103";"48,85";"68,8";"1,005";"0,71";;
66900000;2;21/07/2005;01/01/1900 09:50;91;"112,0";"37,501";"39,58";"69,2";"0,947";"0,57";;
66900000;1;21/07/2005;01/01/1900 09:50;91;"112,0";"37,501";"39,58";"69,2";"0,947";"0,57";;
66900000;2;02/11/2004;01/01/1900 10:40;90;"236,0";"136,853";"126,86";"72,0";"1,079";"1,76";;
66900000;1;02/11/2004;01/01/1900 10:40;90;"236,0";"136,853";"126,86";"72,0";"1,079";"1,76";;
66900000;2;29/07/2004;01/01/1900 10:10;89;"165,0";"73,176";"75,94";"70,3";"0,964";"1,08";;
66900000;1;29/07/2004;01/01/1900 10:10;89;"165,0";"73,176";"75,94";"70,3";"0,964";"1,08";;
66900000;2;14/10/2003;01/01/1900 10:00;88;"215,0";"110,347";"112,73";"71,3";"0,979";"1,58";;
66900000;1;14/10/2003;01/01/1900 10:00;88;"215,0";"110,347";"112,73";"71,3";"0,979";"1,58";;
66900000;2;25/06/2003;01/01/1900 09:50;87;"122,0";"46,716";"45,0";"68,8";"1,038";"0,65";;
66900000;1;25/06/2003;01/01/1900 09:50;87;"122,0";"46,716";"45,0";"68,8";"1,038";"0,65";;
66900000;2;28/02/2003;01/01/1900 10:05;86;"167,0";"77,204";"79,43";"69,9";"0,972";"1,14";;
66900000;1;28/02/2003;01/01/1900 10:05;86;"167,0";"77,204";"79,43";"69,9";"0,972";"1,14";;
66900000;2;20/11/2002;01/01/1900 09:20;85;"104,0";"31,486";"31,35";"67,6";"1,004";"0,46";;
66900000;1;20/11/2002;01/01/1900 09:20;85;"104,0";"31,486";"31,35";"67,6";"1,004";"0,46";;
66900000;2;13/08/2002;01/01/1900 10:30;84;"107,0";"33,722";"34,99";"67,6";"0,964";"0,52";;
66900000;1;13/08/2002;01/01/1900 10:30;84;"107,0";"33,722";"34,99";"67,6";"0,964";"0,52";;
66900000;2;19/04/2002;01/01/1900 11:20;83;"117,0";"48,375";"39,45";"67,9";"1,226";"0,58";;
66900000;1;19/04/2002;01/01/1900 11:20;83;"117,0";"48,375";"39,45";"67,9";"1,226";"0,58";;
66900000;2;17/10/2001;01/01/1900 11:20;82;"151,0";"70,796";"67,51";"69,9";"1,049";"0,97";;
66900000;1;17/10/2001;01/01/1900 11:20;82;"151,0";"70,796";"67,51";"69,9";"1,049";"0,97";;
66900000;2;13/07/2001;01/01/1900 09:00;81;"128,0";"46,432";"45,26";"68,5";"1,026";"0,66";;
66900000;1;13/07/2001;01/01/1900 09:00;81;"128,0";"46,432";"45,26";"68,5";"1,026";"0,66";;
66900000;2;24/01/2001;01/01/1900 09:20;80;"136,0";"58,063";"55,56";"69,5";"1,045";"0,8";;
66900000;1;24/01/2001;01/01/1900 09:20;80;"136,0";"58,063";"55,56";"69,5";"1,045";"0,8";;
66900000;2;27/10/2000;01/01/1900 08:50;79;"140,0";"62,051";"59,72";"67,7";"1,044";"0,878";;
66900000;1;27/10/2000;01/01/1900 08:50;79;"140,0";"62,051";"59,72";"67,7";"1,044";"0,878";;
66900000;2;20/07/2000;01/01/1900 07:00;78;"117,0";"42,4";"41,37";"66,6";"1,025";"0,62";;
66900000;1;20/07/2000;01/01/1900 07:00;78;"117,0";"42,4";"41,37";"66,6";"1,025";"0,62";;
66900000;2;16/05/2000;01/01/1900 07:00;77;"123,0";"41,4";"43,85";"67,0";"0,943";"0,65";;
66900000;1;16/05/2000;01/01/1900 07:00;77;"123,0";"41,4";"43,85";"67,0";"0,943";"0,65";;
66900000;2;17/01/2000;01/01/1900 07:00;15;"97,0";"24,7";"29,99";"66,4";"0,824";"0,45";;
66900000;2;17/01/2000;01/01/1900 07:00;94;"97,0";"24,7";"29,99";"66,4";"0,824";"0,45";;
66900000;1;17/01/2000;01/01/1900 07:00;94;"97,0";"24,7";"29,99";"66,4";"0,824";"0,45";;
66900000;2;19/10/1999;01/01/1900 07:00;14;"92,0";"22,6";"29,23";"66,1";"0,772";"0,44";;
66900000;2;19/10/1999;01/01/1900 07:00;93;"92,0";"22,6";"29,23";"66,1";"0,772";"0,44";;
66900000;1;19/10/1999;01/01/1900 07:00;93;"92,0";"22,6";"29,23";"66,1";"0,772";"0,44";;
66900000;2;20/07/1999;01/01/1900 07:00;13;"118,0";"45,6";"45,41";"67,2";"1,004";"0,68";;
66900000;2;20/07/1999;01/01/1900 07:00;92;"118,0";"45,6";"45,41";"67,2";"1,004";"0,68";;
66900000;1;20/07/1999;01/01/1900 07:00;92;"118,0";"45,6";"45,41";"67,2";"1,004";"0,68";;
66900000;2;21/04/1999;01/01/1900 07:00;73;"144,0";"62,1";"62,19";"68,0";"0,999";"0,91";;
66900000;1;21/04/1999;01/01/1900 07:00;73;"144,0";"62,1";"62,19";"68,0";"0,999";"0,91";;
66900000;2;26/01/1999;01/01/1900 07:00;72;"145,0";"60,8";"64,4";"68,5";"0,944";"0,94";;
66900000;1;26/01/1999;01/01/1900 07:00;72;"145,0";"60,8";"64,4";"68,5";"0,944";"0,94";;
66900000;2;27/10/1998;01/01/1900 07:00;71;"150,0";"74,7";"73,14";"69,4";"1,021";"1,05";;
66900000;1;27/10/1998;01/01/1900 07:00;71;"150,0";"74,7";"73,14";"69,4";"1,021";"1,05";;
66900000;2;23/04/1998;01/01/1900 07:00;91;"180,0";"85,6";"86,51";"69,7";"0,989";"1,24";;
66900000;1;23/04/1998;01/01/1900 07:00;91;"180,0";"85,6";"86,51";"69,7";"0,989";"1,24";;
66900000;2;30/01/1998;01/01/1900 07:00;90;"125,0";"57,9";"57,97";"68,8";"0,999";"0,84";;
66900000;1;30/01/1998;01/01/1900 07:00;90;"125,0";"57,9";"57,97";"68,8";"0,999";"0,84";;
66900000;2;17/10/1997;01/01/1900 07:00;89;"109,0";"34,6";"37,14";"68,6";"0,931";"0,54";;
66900000;1;17/10/1997;01/01/1900 07:00;89;"109,0";"34,6";"37,14";"68,6";"0,931";"0,54";;
66900000;2;17/07/1997;01/01/1900 07:00;88;"136,0";"60,9";"60,1";"68,9";"1,014";"0,87";;
66900000;1;17/07/1997;01/01/1900 07:00;88;"136,0";"60,9";"60,1";"68,9";"1,014";"0,87";;
66900000;2;26/04/1997;01/01/1900 07:00;87;"469,0";"370,0";"314,6";"76,9";"1,177";"4,09";;
66900000;1;26/04/1997;01/01/1900 07:00;87;"469,0";"370,0";"314,6";"76,9";"1,177";"4,09";;
66900000;2;06/02/1997;01/01/1900 07:00;86;"427,0";"319,0";"280,2";"76,3";"1,14";"3,67";;
66900000;1;06/02/1997;01/01/1900 07:00;86;"427,0";"319,0";"280,2";"76,3";"1,14";"3,67";;
66900000;2;07/11/1996;01/01/1900 07:00;85;"127,0";"50,8";"53,44";"69,0";"0,951";"0,77";;
66900000;1;07/11/1996;01/01/1900 07:00;85;"127,0";"50,8";"53,44";"69,0";"0,951";"0,77";;
66900000;2;22/08/1996;01/01/1900 07:00;84;"106,0";"30,4";"36,69";"67,0";"0,828";"0,55";;
66900000;1;22/08/1996;01/01/1900 07:00;84;"106,0";"30,4";"36,69";"67,0";"0,828";"0,55";;
66900000;2;03/05/1996;01/01/1900 07:00;83;"123,0";"48,3";"52,14";"71,5";"0,926";"0,73";;
66900000;1;03/05/1996;01/01/1900 07:00;83;"123,0";"48,3";"52,14";"71,5";"0,926";"0,73";;
66900000;2;30/01/1996;01/01/1900 07:00;82;"202,0";"101,0";"104,9";"70,4";"0,964";"1,49";;
66900000;1;30/01/1996;01/01/1900 07:00;82;"202,0";"101,0";"104,9";"70,4";"0,964";"1,49";;
66900000;2;23/10/1995;01/01/1900 07:00;81;"354,0";"234,0";"225,8";"75,0";"1,036";"3,01";;
66900000;1;23/10/1995;01/01/1900 07:00;81;"354,0";"234,0";"225,8";"75,0";"1,036";"3,01";;
66900000;2;24/07/1995;01/01/1900 07:00;80;"122,0";"43,6";"44,4";"62,6";"0,982";"0,71";;
66900000;1;24/07/1995;01/01/1900 07:00;80;"122,0";"43,6";"44,4";"62,6";"0,982";"0,71";;
66900000;2;29/04/1995;01/01/1900 07:00;79;"140,0";"62,8";"60,45";"70,0";"1,039";"0,86";;
66900000;1;29/04/1995;01/01/1900 07:00;79;"140,0";"62,8";"60,45";"70,0";"1,039";"0,86";;
66900000;2;03/11/1994;01/01/1900 07:00;78;"210,0";"111,0";"100,7";"69,0";"1,106";"1,46";;
66900000;1;03/11/1994;01/01/1900 07:00;78;"210,0";"111,0";"100,7";"69,0";"1,106";"1,46";;
66900000;2;24/08/1994;01/01/1900 07:00;77;"118,0";"38,4";"41,56";"63,7";"0,924";"0,65";;
66900000;1;24/08/1994;01/01/1900 07:00;77;"118,0";"38,4";"41,56";"63,7";"0,924";"0,65";;
66900000;2;13/05/1994;01/01/1900 07:00;76;"194,0";"103,0";"92,41";"68,4";"1,118";"1,35";;
66900000;1;13/05/1994;01/01/1900 07:00;76;"194,0";"103,0";"92,41";"68,4";"1,118";"1,35";;
66900000;2;07/02/1994;01/01/1900 07:00;75;"160,0";"78,0";"67,84";"65,2";"1,15";"1,04";;
66900000;1;07/02/1994;01/01/1900 07:00;75;"160,0";"78,0";"67,84";"65,2";"1,15";"1,04";;
66900000;2;28/08/1993;01/01/1900 07:00;74;"120,0";"42,3";"41,6";"63,3";"1,018";"0,66";;
66900000;1;28/08/1993;01/01/1900 07:00;74;"120,0";"42,3";"41,6";"63,3";"1,018";"0,66";;
66900000;2;14/05/1993;01/01/1900 07:00;70;"263,0";"162,0";"123,7";"51,0";"1,306";"2,42";;
66900000;1;14/05/1993;01/01/1900 07:00;70;"263,0";"162,0";"123,7";"51,0";"1,306";"2,42";;
66900000;2;15/12/1981;01/01/1900 07:00;106;"175,0";"85,0";"80,3";"47,1";"1,059";"1,7";;0
66900000;1;15/12/1981;01/01/1900 07:00;106;"175,0";"85,0";"80,3";"47,1";"1,059";"1,7";;
66900000;2;14/12/1981;01/01/1900 07:00;105;"182,0";"94,0";"83,7";"47,8";"1,123";"1,75";;0
66900000;1;14/12/1981;01/01/1900 07:00;105;"182,0";"94,0";"83,7";"47,8";"1,123";"1,75";;
66900000;2;09/10/1981;01/01/1900 07:00;104;"159,0";"72,6";"77,0";"47,5";"0,943";"1,62";;0
66900000;1;09/10/1981;01/01/1900 07:00;104;"159,0";"72,6";"77,0";"47,5";"0,943";"1,62";;
66900000;2;08/10/1981;01/01/1900 07:00;103;"164,0";"75,2";"75,9";"47,6";"0,99";"1,59";;0
66900000;1;08/10/1981;01/01/1900 07:00;103;"164,0";"75,2";"75,9";"47,6";"0,99";"1,59";;
66900000;2;15/08/1981;01/01/1900 07:00;102;"92,0";"21,9";"43,6";"44,8";"0,502";"0,97";;0
66900000;1;15/08/1981;01/01/1900 07:00;102;"92,0";"21,9";"43,6";"44,8";"0,502";"0,97";;
66900000;2;14/08/1981;01/01/1900 07:00;101;"93,0";"21,5";"43,0";"44,8";"0,501";"0,96";;0
66900000;1;14/08/1981;01/01/1900 07:00;101;"93,0";"21,5";"43,0";"44,8";"0,501";"0,96";;
66900000;2;14/06/1981;01/01/1900 07:00;100;"99,0";"29,2";"48,9";"44,7";"0,597";"1,09";;0
66900000;1;14/06/1981;01/01/1900 07:00;100;"99,0";"29,2";"48,9";"44,7";"0,597";"1,09";;
66900000;2;13/06/1981;01/01/1900 07:00;99;"100,0";"28,5";"47,7";"44,7";"0,597";"1,06";;0
66900000;1;13/06/1981;01/01/1900 07:00;99;"100,0";"28,5";"47,7";"44,7";"0,597";"1,06";;
66900000;2;02/05/1981;01/01/1900 07:00;98;"107,0";"33,4";"53,4";"44,9";"0,626";"1,18";;0
66900000;1;02/05/1981;01/01/1900 07:00;98;"107,0";"33,4";"53,4";"44,9";"0,626";"1,18";;
66900000;2;09/04/1981;01/01/1900 07:00;97;"98,0";"27,4";"46,9";"44,3";"0,585";"1,05";;0
66900000;1;09/04/1981;01/01/1900 07:00;97;"98,0";"27,4";"46,9";"44,3";"0,585";"1,05";;
66900000;2;05/03/1981;01/01/1900 07:00;96;"130,0";"55,0";"66,6";"46,4";"0,825";"1,43";;0
66900000;1;05/03/1981;01/01/1900 07:00;96;"130,0";"55,0";"66,6";"46,4";"0,825";"1,43";;
66900000;2;13/02/1981;01/01/1900 07:00;95;"121,0";"46,6";"62,1";"46,0";"0,751";"1,35";;0
66900000;1;13/02/1981;01/01/1900 07:00;95;"121,0";"46,6";"62,1";"46,0";"0,751";"1,35";;
66900000;2;11/01/1981;01/01/1900 07:00;94;"172,0";"54,7";"82,9";"46,3";"0,66";"1,79";;0
66900000;1;11/01/1981;01/01/1900 07:00;94;"172,0";"54,7";"82,9";"46,3";"0,66";"1,79";;
66900000;2;26/12/1980;01/01/1900 07:00;93;"346,0";"218,0";"152,0";"54,6";"1,438";"2,77";;0
66900000;1;26/12/1980;01/01/1900 07:00;93;"346,0";"218,0";"152,0";"54,6";"1,438";"2,77";;
