Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido

Restrições da consulta:
Código da Estação:66900000


EstacaoCodigo;NivelConsistencia;Data;Hora;NumMedicao;DataLiq;HoraLiq;NumMedicaoLiq;Cota;Vazao;AreaMolhada;Largura;VelMedia;ConcentracaoMatSuspensao;CotaDeMedicao;TemperaturaDaAgua;ConcentracaoDaAmostraExtra;CondutividadeEletrica;Observacoes
66900000;1;12/05/2018;01/01/1900 10:45;128;12/05/2018;01/01/1900 09:10;128;189;"102,921";"100,09";"67,4";"1,028";"100,0";184;"23,4";;"263,3";
66900000;1;09/02/2018;01/01/1900 11:00;127;09/02/2018;01/01/1900 09:07;127;190;"93,678";"92,607";"72,91";"1,011";"146,2";190;"29,0";;"259,1";
66900000;1;28/07/2017;01/01/1900 10:55;125;28/07/2017;01/01/1900 09:53;125;136;"44,494";"46,815";"68,38";"0,95";"7,5";136;"20,0";;"217,3";
66900000;1;13/05/2017;01/01/1900 11:20;124;13/05/2017;01/01/1900 09:58;124;210;"102,848";"99,31";"70,6";"1,036";"144,0";210;"24,6";;"250,2";
66900000;1;08/02/2017;01/01/1900 12:15;123;08/02/2017;01/01/1900 10:34;123;230;"122,343";"113,961";"71,0";"1,074";"300,1";230;"28,8";;"181,8";
66900000;1;14/09/2016;01/01/1900 10:35;122;14/09/2016;01/01/1900 09:45;122;139;"49,1";"48,423";"63,26";"1,018";"34,1";139;"24,2";;"166,1";
66900000;1;04/06/2016;01/01/1900 13:00;121;04/06/2016;01/01/1900 11:00;121;297;"172,592";"160,59";"60,0";"1,075";"163,3";301;;;"176,3";
66900000;1;18/02/2016;01/01/1900 10:50;120;18/02/2016;01/01/1900 09:28;120;244;"114,483";"107,41";"71,6";"1,122";"150,9";246;"29,9";;;
66900000;1;03/10/2015;01/01/1900 09:50;119;03/10/2015;01/01/1900 08:50;119;304;"175,729";"165,91";"72,77";"1,051";"447,0";306;"25,6";;;
66900000;1;01/06/2015;01/01/1900 11:40;118;01/06/2015;01/01/1900 10:11;118;350;"235,584";"193,86";"71,24";"1,215";"413,0";343;"21,9";;;
66900000;1;07/02/2015;01/01/1900 11:10;117;07/02/2015;01/01/1900 10:03;117;556;"234,002";"204,5";"71,58";"1,15";"687,0";361;;;;
66900000;1;23/09/2014;01/01/1900 10:35;116;23/09/2014;01/01/1900 09:19;116;137;"50,947";"51,05";"68,3";"0,989";"47,1";138;;;;
66900000;1;04/06/2014;01/01/1900 11:55;115;04/06/2014;01/01/1900 10:31;115;231;"118,114";"108,98";"68,61";"1,072";"147,8";232;"20,0";;;
66900000;1;08/02/2014;01/01/1900 11:30;114;08/02/2014;01/01/1900 10:01;114;119;"34,573";"37,93";"66,9";"0,883";"79,0";119;"30,0";;;
66900000;1;12/09/2013;01/01/1900 10:55;113;12/09/2013;01/01/1900 09:45;113;133;"42,451";"45,15";"66,9";"0,942";"122,3";133;"25,5";;;
66900000;1;20/06/2013;01/01/1900 11:15;112;20/06/2013;01/01/1900 09:48;112;473;"316,26";"287,1";"74,52";"1,114";"174,2";477;"21,28";;;
66900000;1;08/03/2013;01/01/1900 11:30;111;08/03/2013;01/01/1900 09:40;111;116;"27,728";"59,3";"38,06";"0,486";"44,4";116;"30,63";;"176,0";
66900000;1;20/07/2012;01/01/1900 11:15;109;20/07/2012;01/01/1900 09:35;109;145;"61,74";"56,02";"67,3";"1,094";"20,9";145;"16,43";;"193,0";"Não chegou a amostra extra no laboratório,"
66900000;1;21/04/2012;01/01/1900 11:15;108;21/04/2012;01/01/1900 09:15;108;126;"43,585";"34,9";"67,1";"1,538";"101,3";118;"28,32";"131,0";"194,8";
66900000;1;30/08/2011;01/01/1900 11:20;106;30/08/2011;01/01/1900 09:15;106;118;"35,293";"34,9";"64,5";"1,435";"16,36";118;"25,31";"44,19";"218,1";
66900000;1;07/09/2010;01/01/1900 11:30;103;07/09/2010;01/01/1900 08:20;103;111;"30,998";"33,5";"65,8";"0,925";"12,57";111;"23,8";"12,5";"227,5";
66900000;1;11/05/2010;01/01/1900 11:00;102;11/05/2010;01/01/1900 08:50;102;232;"133,0";"116,0";"69,0";"1,148";"131,38";228;"20,2";"199,6";"151,0";
66900000;1;20/10/2009;01/01/1900 11:40;101;20/10/2009;01/01/1900 08:40;101;328;"218,283";"185,23";"72,5";"1,18";"341,5";328;"24,9";"471,6";"128,5";
66900000;1;23/07/2009;01/01/1900 11:15;100;23/07/2009;01/01/1900 08:40;100;117;"38,9";"37,7";"66,2";"1,032";"39,42";117;"22,9";"55,63";"199,5";
66900000;1;28/03/2009;01/01/1900 12:00;99;28/03/2009;01/01/1900 09:15;99;260;"166,0";"144,0";"69,4";"1,15";"359,2";260;"27,2";"449,1";"137,2";
66900000;1;16/09/2008;01/01/1900 12:10;98;16/09/2008;01/01/1900 10:25;98;103;"23,8";"26,0";"50,6";"0,916";"22,62";103;"24,1";;"189,0";
66900000;1;26/06/2008;01/01/1900 14:00;97;26/06/2008;01/01/1900 10:00;97;119;"38,5";"63,9";"43,7";"0,602";"25,57";119;"21,3";"28,85";"213,0";
66900000;1;29/11/2007;01/01/1900 10:40;96;29/11/2007;01/01/1900 08:00;96;115;"36,692";"36,09";"63,4";"1,017";"60,13";115;"30,1";"90,92";"149,0";
66900000;1;19/07/2007;01/01/1900 12:00;95;19/07/2007;01/01/1900 08:30;95;117;"41,769";"37,16";"63,3";"1,124";"23,73";117;"19,9";;"155,0";
