Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoSecao: 1 = Régua, 2 = Medição

Restrições da consulta:
Código da Estação:66910000


EstacaoCodigo;NivelConsistencia;Data;Hora;NumLevantamento;TipoSecao;NumVerticais;DistanciaPIPF;EixoXDistMaxima;EixoXDistMinima;EixoYCotaMaxima;EixoYCotaMinima;ElmGeomPassoCota;Observacoes;Vertical
66910000;1;13/10/2017;;;2;28;"77,4";;;;;"10,0";;",610|8,06,600|14,06,553|16,483|18,5,384|21,306|22,8,222|23,86,197|27,27,68|30,84,2|33,72,-22|37,63,-34|41,11,-21|44,75,-64|48,11,-75|52,05,-94|55,1,-122|58,95,-165|62,14,-192|66,17,-192|69,03,-202|72,72,-124|77,4,141|78,4,222|81,4,355|90,4,579|93,9,482|95,4,561|"
66910000;1;25/08/2015;;;2;29;"76,42";;;;;"10,0";;",610|8,600|16,432|21,3,215|23,3,75|26,25,-42|29,62,-38|32,13,-30|35,82,-69|38,73,-69|41,69,-67|44,51,-91|47,35,-112|50,21,-139|53,52,-180|56,2,-192|58,81,-163|61,28,-164|64,74,-163|67,46,-132|70,69,17|73,42,141|75,42,215|75,92,264|78,42,313|80,42,393|82,42,496|84,42,599|89,42,587|"
66910000;2;25/08/2015;01/01/1900 00:00;0;2;29;"89,42";"99,42";"10,0";"610,0";"-192,0";"1,0";"Aplicado deslocamento horizontal de 10 m,";"0,610|18,600|26,432|31,3,215|33,3,75|36,25,-42|39,62,-38|42,13,-30|45,82,-69|48,73,-69|51,69,-67|54,51,-91|57,35,-112|60,21,-139|63,52,-180|66,2,-192|68,81,-163|71,28,-164|74,74,-163|77,46,-132|80,69,17|83,42,141|85,42,215|85,92,264|88,42,313|90,42,393|92,42,496|94,42,599|99,42,587|"
66910000;2;28/08/2014;;;1;25;"81,75";"90,7995";"9,0495";"620,0";"-192,0";"10,0";;",0495,620|17,0495,605|22,0495,503|27,0495,361|29,8495,262|37,8495,-101|41,3095,-97|44,0595,-88|47,4595,-79|50,2095,-66|52,9395,-51|56,0095,-51|58,9295,-111|62,2295,-187|65,0195,-182|68,3595,-192|70,8195,-147|72,9295,-64|75,8995,159|77,8995,262|79,8995,336|82,4995,438|83,1995,512|85,7995,597|90,7995,587|"
66910000;1;28/08/2014;;;1;25;"68,75";;;;;"10,0";;",620|8,605|13,503|18,361|20,8,262|28,8,-201|32,26,-97|35,01,-88|38,41,-79|41,16,-66|43,89,-51|46,96,-51|49,88,-211|53,18,-187|55,97,-182|59,31,-192|61,77,-147|63,88,-64|66,85,159|68,85,262|70,85,336|73,45,438|74,15,512|76,75,597|81,75,587|"
66910000;1;05/08/2013;;;2;26;"77,0";;;;;"10,0";;",622|8,612|12,519|18,374|19,8,302|25,3,-47|29,3,-53|33,3,-66|37,3,-93|41,3,-92|45,3,-106|49,3,-136|53,3,-182|57,3,-220|61,3,-201|65,3,-194|69,3,-191|75,3,185|78,3,302|79,8,359|80,8,388|89,8,589|84,8,615|83,1,636|82,8,547|81,8,477|"
66910000;2;08/05/2013;;;2;26;"89,8";"99,0859";"9,2859";"636,0";"-220,0";"10,0";;",2859,622|17,2859,612|21,2859,519|27,2859,374|29,0859,302|34,5859,-47|38,5859,-53|42,5859,-66|46,5859,-93|50,5859,-92|54,5859,-106|58,5859,-136|62,5859,-182|66,5859,-220|70,5859,-201|74,5859,-194|78,5859,-191|84,5859,185|87,5859,302|89,0859,359|90,0859,388|91,0859,477|92,0859,547|92,3859,636|94,0859,615|99,0859,589|"
66910000;2;28/09/2012;;;2;27;"87,5";"97,7815";"10,2815";"617,0";"-189,0";"10,0";;"2,4815,-125|65,4815,-161|68,4815,-166|71,4815,-187|74,4815,-189|77,4815,-169|81,4815,52|82,6815,228|83,6815,271|88,1815,403|89,2815,604|92,7815,603|97,7815,598|10,2815,617|18,2815,603|22,2815,490|26,2815,402|30,2815,228|35,4815,9|38,4815,-2|41,4815,-6|44,4815,-29|47,4815,-62|50,4815,-60|53,4815,-58|56,4815,-65|59,4815,-96|"
66910000;1;28/09/2012;;;2;27;"74,5";;;;;"10,0";;",617|8,603|12,490|16,402|20,228|25,2,9|28,2,-2|31,2,-6|34,2,-29|37,2,-62|40,2,-60|43,2,-58|46,2,-65|49,2,-96|52,2,-125|55,2,-161|58,2,-166|61,2,-187|64,2,-189|67,2,-169|71,2,52|72,4,228|73,4,271|77,9,403|79,604|82,5,603|87,5,598|"
66910000;1;28/07/2011;;;1;28;"76,5";;;;;"10,0";;",613|8,601|12,491|16,398|18,337|19,3,263|25,9,-11|29,9,-9|33,9,-30|37,9,-56|41,9,-42|45,9,-73|49,9,-96|53,9,-143|57,9,-163|61,9,-192|65,9,-184|69,9,-89|73,9,199|74,9,263|75,1,280|79,1,326|80,2,438|80,5,514|81,571|82,634|84,5,621|94,5,568|"
66910000;2;28/07/2011;;;1;28;"94,5";"104,4452";"9,9452";"634,0";"-192,0";"10,0";;",9452,613|17,9452,601|21,9452,491|25,9452,398|27,9452,337|29,2452,263|35,8452,-11|39,8452,-9|43,8452,-30|47,8452,-56|51,8452,-42|55,8452,-73|59,8452,-96|63,8452,-143|67,8452,-163|71,8452,-192|75,8452,-184|79,8452,-89|83,8452,199|84,8452,263|85,0452,280|89,0452,326|90,1452,438|90,4452,514|90,9452,571|91,9452,634|94,4452,621|104,445,568|"
66910000;2;07/12/2010;;;2;29;"85,5";"94,9253";"9,4253";"615,0";"-193,0";"10,0";;",4253,613|13,4253,598|17,4253,597|21,4253,476|25,4253,391|29,4253,273|30,9253,208|33,7253,100,5|36,7253,-7|39,7253,-10|42,7253,-19|45,7253,-28|48,7253,-37|51,7253,-31|54,7253,-47|57,7253,-74|60,7253,-100|63,7253,-125|66,7253,-156|69,7253,-193|72,7253,-177|75,7253,-176|78,7253,-115|81,7253,63|84,0253,208|87,0253,336|89,2253,445|89,7253,596|94,9253,615|"
66910000;1;12/07/2010;;;2;29;"77,5";;;;;"10,0";;",613|4,598|8,597|12,476|16,391|20,273|21,5,208|24,3,-82|27,3,-7|30,3,-10|33,3,-19|36,3,-28|39,3,-37|42,3,-31|45,3,-47|48,3,-74|51,3,-100|54,3,-125|57,3,-156|60,3,-193|63,3,-177|66,3,-176|69,3,-115|72,3,63|74,6,208|77,6,336|79,8,445|80,3,596|85,5,615|"
66910000;1;20/06/2009;;;2;40;"90,3";"100,0";"0,0";"650,0";"-250,0";"10,0";;",604|4,598|8,595|10,548|12,464|16,374|20,226|21,8,144|22,8,119|25,8,46|28,8,21|31,8,21|33,8,2|35,8,-15|37,8,-40|39,8,-51|41,8,-64|43,8,-74|45,8,-92|47,8,-106|49,8,-120|51,8,-132|53,8,-139|55,8,-150|57,8,-164|59,8,-187|61,8,-177|63,8,-166|65,8,-134|67,8,-61|69,8,6|72,3,144|74,3,275|75,8,347|77,8,426|79,8,521|80,8,603|83,8,621|86,3,581|90,3,576|"
66910000;2;20/06/2009;;;2;40;"90,3";"101,5067";"11,2067";"621,0";"-187,0";"10,0";;"1,2067,604|15,2067,598|19,2067,595|21,2067,548|23,2067,464|27,2067,374|31,2067,226|33,0067,144|34,0067,119|37,0067,46|40,0067,21|43,0067,21|45,0067,2|47,0067,-15|49,0067,-40|51,0067,-51|53,0067,-64|55,0067,-74|57,0067,-92|59,0067,-106|61,0067,-120|63,0067,-132|65,0067,-139|67,0067,-150|69,0067,-164|71,0067,-187|73,0067,-177|75,0067,-166|77,0067,-134|79,0067,-61|81,0067,6|83,5067,144|85,5067,275|87,0067,347|89,0067,426|91,0067,521|92,0067,603|95,0067,621|97,5067,581|101,507,576|"
66910000;2;22/08/2008;;;2;41;"90,3";"100,5057";"10,2057";"624,0";"-193,0";"10,0";;"5,4057,-168|77,4057,-127|79,4057,-42|80,4057,11|82,5057,59|83,5057,219|85,0057,323|87,0057,368|89,0057,456|91,0057,614|93,0057,624|95,7057,600|97,7057,574|100,506,580|10,2057,612|14,2057,607|18,3057,591|20,3057,535|22,3057,453|26,3057,357|28,3057,294|30,3057,208|31,4057,159|33,4057,97|36,4057,6|39,4057,20|42,4057,24|45,4057,-7|48,4057,-26|51,4057,-52|53,4057,-65|55,4057,-77|57,4057,-94|59,4057,-105|61,4057,-121|63,4057,-127|65,4057,-144|67,4057,-152|69,4057,-165|71,4057,-193|73,4057,-176|"
66910000;1;22/08/2008;;;2;41;"90,3";"100,0";"0,0";"650,0";"-230,0";"10,0";;",612|4,607|8,1,591|10,1,535|12,1,453|16,1,357|18,1,294|20,1,208|21,2,159|23,2,97|26,2,6|29,2,20|32,2,24|35,2,-7|38,2,-26|41,2,-52|43,2,-65|45,2,-77|47,2,-94|49,2,-105|51,2,-121|53,2,-127|55,2,-144|57,2,-152|59,2,-165|61,2,-193|63,2,-176|65,2,-168|67,2,-127|69,2,-42|70,2,11|72,3,59|73,3,219|74,8,323|76,8,368|78,8,456|80,8,614|82,8,624|85,5,600|87,5,574|90,3,580|"
66910000;1;23/10/2007;;;2;37;"77,0";"90,0";"0,0";"630,0";"-200,0";"10,0";;",590|1,607|10,586|12,536|16,400|18,351|21,244|23,2,135|26,5,43|29,5,35|32,5,33|35,5,6|38,5,-2|41,5,-24|44,5,-34|46,5,-47|48,5,-64|50,5,-77|52,5,-96|54,5,-106|56,5,-122|58,5,-133|60,5,-157|62,5,-161|64,5,-162|66,5,-154|68,5,-114|70,5,-51|72,5,24|73,8,135|74,8,199|75,8,261|78,8,359|80,8,425|81,8,597|85,8,619|87,3,591|"
66910000;2;23/10/2007;;;2;37;"87,3";"96,6342";"9,3342";"619,0";"-162,0";"10,0";;",3342,590|10,3342,607|19,3342,586|21,3342,536|25,3342,400|27,3342,351|30,3342,244|32,5342,135|35,8342,43|38,8342,35|41,8342,33|44,8342,6|47,8342,-2|50,8342,-24|53,8342,-34|55,8342,-47|57,8342,-64|59,8342,-77|61,8342,-96|63,8342,-106|65,8342,-122|67,8342,-133|69,8342,-157|71,8342,-161|73,8342,-162|75,8342,-154|77,8342,-114|79,8342,-51|81,8342,24|83,1342,135|84,1342,199|85,1342,261|88,1342,359|90,1342,425|91,1342,597|95,1342,619|96,6342,591|"
66910000;2;28/09/2006;;;2;34;"85,7";"100,3549";"14,6549";"630,0";"-174,0";"10,0";;"4,6549,612|18,6549,592|20,5549,556|20,7549,525|21,7549,471|30,7549,208|31,7549,162|32,2549,125|34,7549,37|37,7549,3|40,7549,12|43,7549,-7|46,7549,-46|49,7549,-49|52,7549,-44|55,7549,-43|58,7549,-53|61,7549,-79|64,7549,-98|67,7549,-116|70,7549,-145|73,7549,-174|76,7549,-140|79,7549,-28|82,7549,128|83,7549,188|84,7549,254|85,7549,318|88,7549,380|89,7549,419|90,7549,558|91,2549,630|96,3549,619|100,355,583|"
66910000;1;28/09/2006;;;2;34;"77,0";"100,0";"0,0";"630,0";"-200,0";"10,0";;",9,556|6,1,525|7,1,471|16,1,208|17,1,162|17,6,125|20,1,37|23,1,3|26,1,12|29,1,-7|32,1,-46|35,1,-49|38,1,-44|41,1,-43|44,1,-53|47,1,-79|50,1,-98|53,1,-116|56,1,-145|59,1,-174|62,1,-140|65,1,-28|68,1,128|69,1,188|70,1,254|71,1,318|74,1,380|75,1,419|76,1,558|76,6,630|81,7,619|85,7,583|0,612|4,592|"
66910000;1;25/09/2006;;;1;48;"81,0";"135,0";"0,0";"1000,0";"-150,0";"10,0";;",978|0,902|3,5,748|5,636|13,547|21,531|25,433|28,304|31,200|34,139|34,5,125|38,43|40,-6|42,-40|44,-63|46,-82|48,-92|50,-87|52,31|55,125|57,5,157|59,5,125|61,32|63,-17|65,-103|67,-111|69,-114|71,-123|73,-130|75,-38|77,-85|79,-72|81,-19|83,37|85,16|87,-33|89,-32|91,-14|93,18|95,93|95,8,125|96,8,175|98,8,253|100,8,337|102,6,388|105,6,446|109,6,525|128,6,640|"
66910000;2;25/09/2006;;;1;48;"128,6";"128,6";"0,0";"978,0";"-130,0";"10,0";;"9,5,125|61,32|63,-17|65,-103|67,-111|69,-114|71,-123|73,-130|75,-38|77,-85|79,-72|81,-19|83,37|85,16|87,-33|89,-32|91,-14|93,18|95,93|95,8,125|96,8,175|98,8,253|100,8,337|102,6,388|105,6,446|109,6,525|128,6,640|0,978|0,902|3,5,748|5,636|13,547|21,531|25,433|28,304|31,200|34,139|34,5,125|38,43|40,-6|42,-40|44,-63|46,-82|48,-92|50,-87|52,31|55,125|57,5,157|"
66910000;2;23/09/2005;01/01/1900 08:00;;2;42;"120,9";"130,1";"9,2";"619,0";"-175,0";"10,0";;",2,597|17,2,537|26,2,393|28,2,306|30,2,216|33,2,147|36,2,114|38,6,84|40,6,29|42,6,3|44,6,-22|46,6,-24|48,6,-46|50,6,-61|52,6,-4|56,6,97|60,6,29|62,6,27|64,6,-69|66,6,-74|68,6,-122|70,6,-150|72,6,-151|74,6,-175|76,6,-76|78,6,-52|80,6,-34|82,6,-48|84,6,4|86,6,43|88,6,7|90,6,-26|92,6,-18|94,6,-2|96,6,40|98,6,114|100,6,221|102,6,302|105,1,381|107,1,424|111,1,516|130,1,619|"
66910000;2;23/09/2005;01/01/1900 08:00;;1;35;"87,3";"98,181";"10,881";"618,0";"-198,0";"10,0";;"0,881,618|18,881,579|21,881,480|25,881,463|29,881,246|32,781,114|34,781,48|37,781,17|40,781,2|43,781,-18|46,781,-39|49,781,-71|52,781,-54|55,781,-58|57,781,-65|59,781,-83|61,781,-105|63,781,-124|65,781,-135|67,781,-148|69,781,-181|71,781,-198|73,781,-179|75,781,-145|77,781,-81|79,781,6|81,781,114|82,781,190|84,781,272|88,781,391|89,4809,445|89,781,521|90,781,618|96,181,615|98,181,574|"
66910000;1;23/09/2005;01/01/1900 08:00;;;35;"77,0";"90,0";"0,0";"930,0";"-220,0";"10,0";;"7,3,574|85,3,615|79,9,618|78,9,521|78,6,445|77,9,391|73,9,272|71,9,190|70,9,114|68,9,6|66,9,-81|64,9,-145|62,9,-179|60,9,-198|58,9,-181|56,9,-148|54,9,-135|52,9,-124|50,9,-105|48,9,-83|46,9,-65|44,9,-58|41,9,-54|38,9,-71|35,9,-39|32,9,-18|29,9,2|26,9,17|23,9,48|21,9,114|19,246|15,463|11,480|8,579|0,618|"
66910000;1;23/09/2005;01/01/1900 10:00;;1;42;"78,9";"130,0";"0,0";"620,0";"-190,0";"10,0";;",597|8,537|17,393|19,306|21,216|24,147|27,114|29,4,84|31,4,29|33,4,3|35,4,-22|37,4,-24|39,4,-46|41,4,-61|43,4,-4|47,4,97|51,4,29|53,4,27|55,4,-69|57,4,-74|59,4,-122|61,4,-150|63,4,-151|65,4,-175|67,4,-76|69,4,-52|71,4,-34|73,4,-48|75,4,4|77,4,43|79,4,7|81,4,-26|83,4,-18|85,4,-2|87,4,40|89,4,114|91,4,221|93,4,302|95,9,381|97,9,424|101,9,516|120,9,619|"
66910000;1;01/10/2004;01/01/1900 07:00;1;2;40;"77,0";"90,0";"0,0";"630,0";"-220,0";"10,0";;",610|3,595|5,542|7,442|10,365|14,247|15,204|16,2,157|18,6,66|21,6,35|24,6,17|27,6,-13|30,6,-41|32,6,-53|34,6,-66|36,6,-64|38,6,-68|40,6,-70|42,6,-75|44,6,-99|46,6,-114|48,6,-138|50,6,-158|52,6,-157|54,6,-207|56,6,-192|58,6,-163|60,6,-116|62,6,-66|64,6,30|66,6,157|67,8,213|69,6,308|70,6,342|72,3,427|74,1,539|74,6,609|76,6,609|80,6,618|82,6,580|"
66910000;2;10/01/2004;01/01/1900 07:00;1;2;40;"82,6";"98,1967";"15,5967";"618,0";"-207,0";"10,0";;"8,1967,-53|50,1967,-66|52,1967,-64|54,1967,-68|56,1967,-70|58,1967,-75|60,1967,-99|62,1967,-114|64,1967,-138|66,1967,-158|68,1967,-157|70,1967,-207|72,1967,-192|74,1967,-163|76,1967,-116|78,1967,-66|80,1967,30|82,1967,157|83,3967,213|85,1967,308|86,1967,342|87,8967,427|89,6967,539|90,1967,609|92,1967,609|96,1967,618|98,1967,580|15,5967,610|18,5967,595|20,5967,542|22,5967,442|25,5967,365|29,5967,247|30,5967,204|31,7967,157|34,1967,66|37,1967,35|40,1967,17|43,1967,-13|46,1967,-41|"
66910000;1;01/09/2003;01/01/1900 01:00;1;2;42;"77,0";"90,0";"0,0";"620,0";"-220,0";"10,0";;",607|2,597|3,5,560|5,482|6,5,420|8,376|10,328|12,274|13,5,224|15,2,151|17,7,39|19,7,2|21,7,17|23,7,0|25,7,-22|27,7,-47|29,7,-50|31,7,-60|33,7,-45|35,7,-48|37,7,-58|39,7,-93|41,7,-107|43,7,-120|45,7,-132|48,7,-151|51,7,-178|54,7,-206|57,7,-156|60,7,-83|62,7,23|65,2,151|66,7,208|67,7,295|69,2,351|70,7,403|72,2,465|73,509|73,3,603|76,3,601|79,600|80,5,567|"
66910000;2;09/01/2003;01/01/1900 01:00;1;2;42;"80,5";"97,5381";"17,0381";"607,0";"-206,0";"10,0";;"7,0381,607|19,0381,597|20,5381,560|22,0381,482|23,5381,420|25,0381,376|27,0381,328|29,0381,274|30,5381,224|32,2381,151|34,7381,39|36,7381,2|38,7381,17|40,7381,0|42,7381,-22|44,7381,-47|46,7381,-50|48,7381,-60|50,7381,-45|52,7381,-48|54,7381,-58|56,7381,-93|58,7381,-107|60,7381,-120|62,7381,-132|65,7381,-151|68,7381,-178|71,7381,-206|74,7381,-156|77,7381,-83|79,7381,23|82,2381,151|83,7381,208|84,7381,295|86,2381,351|87,7381,403|89,2381,465|90,0381,509|90,3381,603|93,3381,601|96,0381,600|97,5381,567|"
66910000;2;14/09/2002;01/01/1900 07:00;1;2;38;"82,5";"99,1114";"16,6114";"605,0";"-215,0";"10,0";;"6,6114,605|18,6114,598|20,6114,541|22,6114,440|24,6114,414|28,6114,277|31,6114,163|32,4114,133|35,4114,33|38,4114,18|41,4114,6|44,4114,-23|47,4114,-53|50,4114,-48|52,4114,-59|54,4114,-66|56,4114,-94|58,4114,-105|60,4114,-116|62,4114,-131|64,4114,-141|66,4114,-155|68,4114,-188|70,4114,-215|72,4114,-196|74,4114,-164|76,4114,-101|78,4114,-44|79,4114,9|81,4114,133|83,4114,231|84,9114,314|86,9114,378|88,4114,444|89,6114,509|90,1114,597|96,1114,604|99,1114,549|"
66910000;1;14/09/2002;01/01/1900 07:00;1;2;38;"77,0";"90,0";"0,0";"630,0";"-250,0";"10,0";;",598|4,541|6,440|8,414|12,277|15,163|15,8,133|18,8,33|21,8,18|24,8,6|27,8,-23|30,8,-53|33,8,-48|35,8,-59|41,8,-105|43,8,-116|45,8,-131|47,8,-141|49,8,-155|51,8,-188|53,8,-215|55,8,-196|57,8,-164|59,8,-101|61,8,-44|62,8,9|64,8,133|66,8,231|68,3,314|70,3,378|71,8,444|73,509|73,5,597|79,5,604|82,5,549|37,8,-66|39,8,-94|0,605|"
66910000;1;27/09/2001;01/01/1900 07:00;1;2;47;"75,0";"95,0";"0,0";"650,0";"-250,0";"10,0";;",620|4,605|8,601|9,5,573|11,477|13,394|15,335|16,5,286|18,250|18,7,234|21,6,135|24,6,58|26,6,27|28,6,24|30,6,19|32,6,12|34,6,-24|36,6,-48|38,6,-56|40,6,-72|42,6,-81|44,6,-106|46,6,-121|48,6,-132|50,6,-141|52,6,-166|54,6,-189|56,6,-208|58,6,-216|60,6,-209|62,6,-192|64,6,-142|66,6,-56|68,6,45|70,6,122|72,9,234|73,5,272|74,5,317|76,358|77,1,384|78,1,448|79,1,505|79,5,596|83,2,604|85,2,594|87,2,566|88,7,544|"
66910000;2;27/09/2001;01/01/1900 07:00;1;2;47;"88,7";"100,0624";"11,3624";"620,0";"-216,0";"10,0";;"1,3624,620|15,3624,605|19,3624,601|20,8624,573|22,3624,477|24,3624,394|26,3624,335|27,8624,286|29,3624,250|30,0624,234|32,9624,135|35,9624,58|37,9624,27|39,9624,24|41,9624,19|43,9624,12|45,9624,-24|47,9624,-48|49,9624,-56|51,9624,-72|53,9624,-81|55,9624,-106|57,9624,-121|59,9624,-132|61,9624,-141|63,9624,-166|65,9624,-189|67,9624,-208|69,9624,-216|71,9624,-209|73,9624,-192|75,9624,-142|77,9624,-56|79,9624,45|81,9624,122|84,2624,234|84,8624,272|85,8624,317|87,3624,358|88,4624,384|89,4624,448|90,4624,505|90,8624,596|94,5624,604|96,5624,594|98,5624,566|100,062,544|"
66910000;2;09/12/2000;01/01/1900 07:00;1;2;43;"81,5";"97,4318";"15,9318";"615,0";"-221,0";"10,0";;"3,6318,-74|55,6318,-88|57,6318,-112|59,6318,-126|61,6318,-143|63,6318,-157|65,6318,-181|67,6318,-203|69,6318,-221|71,6318,-214|73,6318,-195|75,6318,-175|77,6318,-104|79,6318,25|81,6318,84|83,6318,215|86,0318,280|86,5318,333|88,5318,370|89,5318,434|90,8318,495|91,2318,597|94,9318,605|96,4318,604|97,4318,588|15,9318,615|19,9318,600|21,9318,542|22,9318,482|24,9318,396|26,9318,329|27,6318,321|28,1318,280|31,6318,180|34,6318,62|37,6318,16|39,6318,14|41,6318,5|43,6318,-3|45,6318,-20|47,6318,-44|49,6318,-58|51,6318,-72|"
66910000;1;12/09/2000;01/01/1900 07:00;1;2;43;"75,0";"90,0";"0,0";"650,0";"-250,0";"10,0";;",615|4,600|6,542|7,482|9,396|11,329|11,7,321|12,2,280|15,7,180|18,7,62|21,7,16|23,7,14|25,7,5|27,7,-3|29,7,-20|31,7,-44|33,7,-58|35,7,-72|37,7,-74|39,7,-88|41,7,-112|43,7,-126|45,7,-143|47,7,-157|49,7,-181|51,7,-203|53,7,-221|55,7,-214|57,7,-195|59,7,-175|61,7,-104|63,7,25|65,7,84|67,7,215|70,1,280|70,6,333|72,6,370|73,6,434|74,9,495|75,3,597|79,605|80,5,604|81,5,588|"
