Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido

Restrições da consulta:
Código da Estação:66910000


EstacaoCodigo;NivelConsistencia;Data;Hora;NumMedicao;DataLiq;HoraLiq;NumMedicaoLiq;Cota;Vazao;AreaMolhada;Largura;VelMedia;ConcentracaoMatSuspensao;CotaDeMedicao;TemperaturaDaAgua;ConcentracaoDaAmostraExtra;CondutividadeEletrica;Observacoes
66910000;1;31/03/2011;01/01/1900 10:10;56;31/03/2011;01/01/1900 07:15;56;569;"183,25";"375,54";"70,2";"0,488";"71,74";569;"28,1";"63,27";"265,8";
66910000;1;07/10/2010;01/01/1900 10:30;55;07/10/2010;01/01/1900 07:20;55;217;"41,502";"136,77";"52,0";"0,303";"93,37";214;"25,7";"105,87";"168,1";
66910000;1;12/07/2010;01/01/1900 10:30;54;12/07/2010;01/01/1900 07:40;54;208;"43,8";"141,0";"53,1";"0,311";"41,74";208;"22,7";"38,7";"272,6";
66910000;1;26/03/2010;01/01/1900 10:20;53;26/03/2010;01/01/1900 07:15;53;496;"157,572";"326,0";"68,0";"0,483";"190,32";496;"30,2";"198,6";"164,0";
66910000;1;21/09/2009;01/01/1900 10:20;52;21/09/2009;01/01/1900 08:25;52;169;"36,307";"114,06";"51,3";"0,318";"55,26";169;"25,7";;"247,8";"Amostra Extra não recebida no laboratório,"
66910000;1;20/06/2009;01/01/1900 10:20;51;20/06/2009;01/01/1900 08:30;51;144;"30,8";"103,0";"50,5";"0,3";"109,17";144;"21,1";"121,1";"207,0";
66910000;1;25/11/2008;01/01/1900 10:05;50;25/11/2008;01/01/1900 08:25;50;114;"23,1";"88,5";"49,0";"0,261";"77,62";114;;"78,77";"188,0";
66910000;1;22/08/2008;01/01/1900 10:35;49;22/08/2008;01/01/1900 08:40;49;159;"34,1";"111,0";"51,1";"0,307";"60,29";159;;"64,88";"218,0";
66910000;1;17/05/2008;01/01/1900 10:20;48;17/05/2008;01/01/1900 08:25;48;282;"73,4";"174,0";"55,7";"0,421";"59,39";281;;"65,07";"203,0";
66910000;1;23/10/2007;01/01/1900 10:45;47;23/10/2007;01/01/1900 08:40;47;135;"29,833";"91,74";"50,6";"0,325";"86,158";135;"27,8";"116,22";"180,0";
66910000;1;23/06/2007;01/01/1900 09:50;46;23/06/2007;01/01/1900 08:30;46;141;"28,364";"96,36";"50,5";"0,294";"24,24";141;"22,1";;"193,0";
66910000;1;25/09/2006;01/01/1900 12:30;45;25/09/2006;01/01/1900 09:30;45;125;"24,732";"88,88";"50,5";"0,278";"67,36";125;;"65,27";"72,0";
66910000;1;23/09/2005;01/01/1900 12:00;44;23/09/2005;01/01/1900 10:15;44;114;"20,753";"87,48";"49,0";"0,237";"41,6";114;;"54,43";"217,4";
